Clave Materia,Nombre Materia Largo,Numero Grupo,Crn,Total Alum Inscritos
WKAR2004S,Semana 18 Enfoque ARQ-3,302,2457,18
WKAT3001S,Semana 18 Especialización LAD-5,302,37906,20
WKAT2002S,Semana 18 Enfoque LAD-3,302,37904,17
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),301,2559,24
WKAT2002S,Semana 18 Enfoque LAD-3,301,37903,18
WKAT3001S,Semana 18 Especialización LAD-5,301,37905,20
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),303,2560,27
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),302,19572,25
WKDL3002S,Semana 18 Especialización LDI-5,301,33304,19
WKDL3001S,Semana 18 Enfoque LDI-3,301,2557,31
WKSO1002S,Semana 18 Ciencias sociales-2,301,37449,19
WKRI2003S,Semana 18 Enfoque LRI-5,301,37451,14
WKSO1001S,Semana 18 Ciencias Sociales-1,301,2880,22
WKRI2001S,EVALUACIÓN ETAPA INTERMEDIA - LRI,201,2879,15
WKD3001S,Evaluación Etapa Final - LED,301,2555,17
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,202,2883,22
WKSO1001S,Semana 18 Ciencias Sociales-1,303,2882,21
WKSO1004S,Semana 18 Ciencias Sociales-3,302,2885,17
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,201,37450,19
WKSO1004S,Semana 18 Ciencias Sociales-3,301,2884,18
WKSO1001S,Semana 18 Ciencias Sociales-1,302,2881,21
WKD2002S,Semana 18 Enfoque LED-3,301,2552,23
WKD2005S,EVALUACIÓN ETAPA INTERMEDIA - LED,201,2554,25
WKD2001S,Semana 18 Enfoque LED-5,301,2551,26
WKD2002S,Semana 18 Enfoque LED-3,302,41151,22
WKEC2001S,EVALUACIÓN ETAPA INTERMEDIA - LEC,201,37640,7
WKEC2003S,Semana 18 Enfoque LEC-5,301,37641,17
WKCO2004S,Semana 18 Enfoque LC-5,302,27325,20
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),301,2561,20
WKTM2001S,EVALUACIÓN ETAPA INTERMEDIA - LTM,201,2892,22
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,201,2539,20
WKCO2002S,Semana 18 Enfoque LC-3,301,2541,37
WKTM2004S,Semana 18 Enfoque LTM-5,301,2999,22
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,202,2540,20
WKCO2004S,Semana 18 Enfoque LC-5,301,2543,23
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),303,2563,21
WKTM2002S,Semana 18 Enfoque LTM-3,301,2998,26
WKBT2001S,Semana 18 Enfoque IBT-5,301,2465,22
WKBT2001S,Semana 18 Enfoque IBT-5,302,2533,21
WKBQ1002S,Semana 18 IBQ-3,302,2463,21
WKBQ1002S,Semana 18 IBQ-3,303,2464,23
WKBQ1002S,Semana 18 IBQ-3,301,2462,21
WKMA2001S,SEMANA 18 ENFOQUE IDM-5,301,2727,28
WKIN1001S,Semana 18 Ingeniería-1,310,2697,24
WKAC1002S,Semana 18 Ambiente construido-1 (Ingeniería),301,2452,7
WKIC1001S,EVALUACIÓN ETAPA INICIAL - ICI,201,2573,24
WKIC1002S,Semana 18 ICI-3,301,2576,26
WKIN1001S,Semana 18 Ingeniería-1,314,2701,24
WKIN1001S,Semana 18 Ingeniería-1,301,2688,26
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,203,2711,30
WKIN1001S,Semana 18 Ingeniería-1,303,2690,24
WKIN1001S,Semana 18 Ingeniería-1,312,2699,25
WKIN1001S,Semana 18 Ingeniería-1,311,2698,24
WKIN1001S,Semana 18 Ingeniería-1,317,2704,23
WKIN1001S,Semana 18 Ingeniería-1,313,2700,25
WKIN1001S,Semana 18 Ingeniería-1,307,2694,24
WKMA3002S,Evaluación Etapa Final - IDM,301,40610,6
WKIN1001S,Semana 18 Ingeniería-1,309,2696,25
WKIN1001S,Semana 18 Ingeniería-1,304,2691,25
WKIN1001S,Semana 18 Ingeniería-1,305,2692,22
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,205,2713,30
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,201,38940,26
WKIN1001S,Semana 18 Ingeniería-1,302,2689,26
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,201,2709,32
WKIN1001S,Semana 18 Ingeniería-1,315,2702,24
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,204,2712,29
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,202,38951,21
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,203,2461,17
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,202,2710,30
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,201,38950,22
WKQ2001S,Semana 18 Enfoque INA-5,301,2874,34
WKIN1001S,Semana 18 Ingeniería-1,316,2703,25
WKIN1001S,Semana 18 Ingeniería-1,308,2695,25
WKIC1001S,EVALUACIÓN ETAPA INICIAL - ICI,203,2575,28
WKIC1002S,Semana 18 ICI-3,302,2577,27
WKIN1001S,Semana 18 Ingeniería-1,306,2693,25
WKIN1002S,Semana 18 Ingeniería-2,302,2706,22
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,202,2544,11
WKIC1001S,EVALUACIÓN ETAPA INICIAL - ICI,202,2574,26
WKIC1002S,Semana 18 ICI-3,303,2578,26
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,203,2545,14
WKTC2001S,Semana 18 Enfoque ITC-5,302,2887,25
WKTC2001S,Semana 18 Enfoque ITC-5,301,2886,25
WKTI2001S,SEMANA 18 ENFOQUE ITD-5,301,2891,7
WKCT1002S,Semana 18 ICT-3,301,2546,22
WKTE2002S,Semana 18 Enfoque IRS-5,301,2889,17
WKCT1002S,Semana 18 ICT-3,302,2547,18
WKCT1002S,Semana 18 ICT-3,303,2548,19
WKII2001S,SEMANA 18 ENFOQUE IIS-5,302,2580,29
WKII3002S,Evaluación Etapa Final - IIS,700,41475,1
WKII2001S,SEMANA 18 ENFOQUE IIS-5,301,2579,26
WKII2002S,Semana 18 Enfoque IIS-4,301,2581,21
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,301,2729,18
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,303,36821,19
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,302,2730,19
WKM2001S,SEMANA 18 ENFOQUE IM-5,301,2725,29
WKIT1002S,Semana 18 IIT-3,302,2715,27
WKIT1002S,Semana 18 IIT-3,301,2714,26
WKIT1002S,Semana 18 IIT-3,303,2716,27
WKIT1002S,Semana 18 IIT-3,304,2717,32
WKIT1002S,Semana 18 IIT-3,305,37217,26
WKIT1002S,Semana 18 IIT-3,306,37222,26
WKCV2001S,SEMANA 18 ENFOQUE IC-5,301,2549,29
WKIQ2001S,SEMANA 18 ENFOQUE IQ-5,301,2707,31
WKFZ2002S,Semana 18 Enfoque LAF-4,301,40907,16
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,201,2566,25
WKCF2002S,Semana 18 Enfoque LCPF-5,301,2538,16
WKFZ2003S,Semana 18 Enfoque LAF-5,301,2569,20
WKFZ2003S,Semana 18 Enfoque LAF-5,302,2570,20
WKFZ2003S,Semana 18 Enfoque LAF-5,303,2571,22
WKCF1004S,EVALUACIÓN ETAPA INTERMEDIA - LCPF,201,2537,21
WKFZ2003S,Semana 18 Enfoque LAF-5,304,38503,23
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,202,2567,20
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,203,2568,19
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,204,38502,19
WKRH2001S,EVALUACIÓN ETAPA INTERMEDIA - LDO,201,2876,9
WKAD2001S,EVALUACIÓN ETAPA INTERMEDIA - LAE,201,30791,16
WKRH2003S,Semana 18 Enfoque LDO-5,301,2877,8
WKAD2006S,Semana 18 Enfoque LAE-4,301,30795,4
WKAD2007S,Semana 18 Enfoque LAE-5,301,2453,25
WKAD2001S,EVALUACIÓN ETAPA INTERMEDIA - LAE,202,30794,15
WKMT2001S,EVALUACIÓN ETAPA INTERMEDIA - LEM,201,2732,23
WKMT2001S,EVALUACIÓN ETAPA INTERMEDIA - LEM,202,2733,25
WKMT2003S,Semana 18 Enfoque LEM-5,301,2735,23
WKMT2003S,Semana 18 Enfoque LEM-5,302,2736,24
WKCD2003S,Semana 18 Enfoque LIT-5,301,28957,19
WKCD2001S,EVALUACIÓN ETAPA INTERMEDIA - LIT,201,2535,19
WKNE1001S,Semana 18 Negocios-1,311,2851,22
WKNE1001S,Semana 18 Negocios-1,310,2850,23
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,207,2859,22
WKNE1001S,Semana 18 Negocios-1,305,2845,23
WKNE1001S,Semana 18 Negocios-1,306,2846,23
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,203,2855,21
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,208,2860,29
WKNE1002S,Semana 18 Negocios-2,302,2852,28
WKNE1004S,Semana 18 Negocios-3,304,2865,29
WKNE1001S,Semana 18 Negocios-1,301,13954,23
WKNE1001S,Semana 18 Negocios-1,302,2737,23
WKNE1001S,Semana 18 Negocios-1,308,2848,23
WKNE1001S,Semana 18 Negocios-1,303,2843,24
WKNE1001S,Semana 18 Negocios-1,309,2849,22
WKNE1001S,Semana 18 Negocios-1,307,2847,24
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,202,2854,32
WKNI2001S,EVALUACIÓN ETAPA INTERMEDIA - LIN,201,2871,30
WKNI2005S,Semana 18 Enfoque LIN-5,301,2873,29
WKNE1004S,Semana 18 Negocios-3,305,2866,28
WKNE1001S,Semana 18 Negocios-1,304,2844,23
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,201,2853,32
WKNE1004S,Semana 18 Negocios-3,307,2868,30
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,204,2856,32
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,209,2861,23
WKNE1004S,Semana 18 Negocios-3,302,2863,27
WKNE1004S,Semana 18 Negocios-3,308,2869,30
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,206,2858,28
WKNE1004S,Semana 18 Negocios-3,301,2862,30
WKNE1004S,Semana 18 Negocios-3,309,2870,26
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,205,2857,21
WKNE1004S,Semana 18 Negocios-3,303,2864,27
WKNE1004S,Semana 18 Negocios-3,306,2867,31
AR1003S,Tecnología en el ambiente construido para Arquitectura,204,29713,19
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),302,21316,13
DL2005S,Experiencia disciplinar B,201,36669,24
DL2005S,Experiencia disciplinar B,201,36669,24
E2001S,Principios de arquitectura de software en software embebido,101,29455,8
M1001S,Ingeniería en acción,201,27817,32
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,201,21654,25
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,202,21655,25
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,203,21662,22
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,204,21663,21
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,205,21668,25
NU2001S,Campo de entrenamiento en nutrición,201,39818,8
AR1001S,Representación significativa,103,29692,15
AR1001S,Representación significativa,104,29693,18
AR1001S,Representación significativa,101,29690,19
AR1003S,Tecnología en el ambiente construido para Arquitectura,204,29713,19
AR1003S,Tecnología en el ambiente construido para Arquitectura,201,29710,13
AR1003S,Tecnología en el ambiente construido para Arquitectura,203,29712,14
AR2004S,Derivas,201,27808,0
DL2004S,Experiencia disciplinar A,101,36905,16
A1001S,Contenidos narrativos y experimentales,201,36697,22
AT1001S,Tecnologías en el arte,201,36698,24
DL2005S,Experiencia disciplinar B,201,36669,24
DL3002S,"Laboratorio de color, materiales y acabados para el diseño (CMF)",101,27800,24
DL2003S,Comunicación visual y mi primera marca,201,39254,23
D1002S,Género y acceso a la justicia,101,30215,23
P1001S,Bootcamp de comunicación política,102,29138,18
RI1002S,Diversidad en un mundo globalizado,119,28379,31
RI1002S,Diversidad en un mundo globalizado,221,28385,10
RI1002S,Diversidad en un mundo globalizado,105,22576,29
RI1002S,Diversidad en un mundo globalizado,107,27792,32
RI1002S,Diversidad en un mundo globalizado,110,27856,31
RI1002S,Diversidad en un mundo globalizado,112,27857,32
RI1002S,Diversidad en un mundo globalizado,117,27957,32
RI1002S,Diversidad en un mundo globalizado,138,29127,32
RI1002S,Diversidad en un mundo globalizado,217,27970,29
RI1002S,Diversidad en un mundo globalizado,114,27943,31
RI1002S,Diversidad en un mundo globalizado,129,29068,31
RI1002S,Diversidad en un mundo globalizado,132,29069,32
RI1002S,Diversidad en un mundo globalizado,115,27948,32
RI1002S,Diversidad en un mundo globalizado,104,22573,30
RI1002S,Diversidad en un mundo globalizado,140,29334,30
RI1002S,Diversidad en un mundo globalizado,141,29335,30
RI1002S,Diversidad en un mundo globalizado,134,29073,30
RI1002S,Diversidad en un mundo globalizado,118,28042,32
RI1002S,Diversidad en un mundo globalizado,220,28043,10
RI1002S,Diversidad en un mundo globalizado,116,27952,32
RI1002S,Diversidad en un mundo globalizado,109,27818,30
RI1002S,Diversidad en un mundo globalizado,113,27932,31
RI1002S,Diversidad en un mundo globalizado,101,22570,30
RI1002S,Diversidad en un mundo globalizado,102,22571,30
RI1002S,Diversidad en un mundo globalizado,202,22578,26
D2001S,Acceso a la justicia,201,30209,23
EC1001S,Fintech: del dinero físico al virtual,101,29013,5
H1001S,Inducción al servicio social,112,21264,30
H1001S,Inducción al servicio social,217,22349,26
H1001S,Inducción al servicio social,104,21056,28
H1001S,Inducción al servicio social,120,26212,29
H1001S,Inducción al servicio social,113,22341,29
H1001S,Inducción al servicio social,210,22327,26
H1001S,Inducción al servicio social,101,20379,29
H1001S,Inducción al servicio social,106,21065,29
H1001S,Inducción al servicio social,211,22328,29
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,201,26286,28
H1001S,Inducción al servicio social,108,21067,28
H1001S,Inducción al servicio social,110,21262,30
H1001S,Inducción al servicio social,201,21058,28
H1001S,Inducción al servicio social,102,20387,29
H1001S,Inducción al servicio social,202,21059,30
H1001S,Inducción al servicio social,103,20388,30
H1001S,Inducción al servicio social,119,24486,27
H1001S,Inducción al servicio social,215,22345,27
H1001S,Inducción al servicio social,111,21263,30
H1001S,Inducción al servicio social,205,21070,29
H1001S,Inducción al servicio social,114,21348,26
H1001S,Inducción al servicio social,203,21060,30
H1001S,Inducción al servicio social,208,21078,29
H1001S,Inducción al servicio social,204,21069,28
H3001S,La filantropía para el impacto social positivo,102,26260,29
H3001S,La filantropía para el impacto social positivo,103,26261,27
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,102,26267,29
H1004S,Promoviendo hambre cero,101,26257,30
H1001S,Inducción al servicio social,115,22342,27
H1001S,Inducción al servicio social,209,21079,28
H1001S,Inducción al servicio social,118,22353,29
H1001S,Inducción al servicio social,212,22336,26
H1001S,Inducción al servicio social,207,21072,29
H1001S,Inducción al servicio social,107,21066,28
H1001S,Inducción al servicio social,214,22344,28
H1001S,Inducción al servicio social,218,22350,27
H3001S,La filantropía para el impacto social positivo,101,26213,26
H1001S,Inducción al servicio social,105,21057,29
H1001S,Inducción al servicio social,206,21071,27
H1001S,Inducción al servicio social,116,22347,29
H1001S,Inducción al servicio social,216,22346,25
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,101,26266,29
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,103,26268,22
H2002S,Construcción de comunidades inclusivas a través de la dignidad humana,201,26269,27
H1001S,Inducción al servicio social,109,21068,27
H1001S,Inducción al servicio social,117,22348,29
H1001S,Inducción al servicio social,213,22343,26
H1001S,Inducción al servicio social,219,22351,25
AV2002S,Taller de edición de imágenes,100,19925,24
TM1003S,Pre-certificación Pro Tools,101,23223,5
BT1001S,Biotecnología y alimentos: una antigua y riquísima combinación,1,24484,14
BT1001S,Biotecnología y alimentos: una antigua y riquísima combinación,2,24485,16
F1001S,Taller de escritura científica,101,19663,17
E2001S,Principios de arquitectura de software en software embebido,101,29455,8
TC2001S,Siguiente nivel: experto en programación competitiva,101,29474,13
TC2002S,Conectando el mundo web,101,29480,10
TC2002S,Conectando el mundo web,201,29481,13
TC1002S,Herramientas computacionales: el arte de la analítica,101,29464,11
TC1002S,Herramientas computacionales: el arte de la analítica,201,29465,18
TC1001S,Herramientas computacionales: el arte de la programación,101,29459,25
TC1001S,Herramientas computacionales: el arte de la programación,201,29460,18
TC2001S,Siguiente nivel: experto en programación competitiva,201,29475,25
IN2005S,Optimización multiobjetivo de superficies de respuesta,101,32994,29
IN2002S,Visualización estratégica de datos,201,22112,22
NN2001S,Carreras de carros de cartón,201,22125,12
BI2001S,CAD para biomédicos,201,25008,26
BI2001S,CAD para biomédicos,101,33424,25
MR2001S,Competencia mecatrónica,101,25013,17
MR2002S,"Conéctate al mundo, sistemas ciberfísicos",201,25014,22
M1002S,Taller de certificación en ingeniería,102,27810,31
M1001S,Ingeniería en acción,201,27817,32
CV2002S,Herramientas de Lean Construction,101,23919,10
CV2001S,Tecnología en la modelación estructural,101,22624,10
IQ2001S,Explora el diseño asistido por computadora de los procesos químicos,101,22721,6
SD1023S,Investigación en salud,101,18129,2
NU2001S,Campo de entrenamiento en nutrición,201,39818,8
CF1001S,Excel como herramienta en la toma de decisiones,201,27332,21
CF1001S,Excel como herramienta en la toma de decisiones,102,29327,20
FZ1001S,Mercados financieros,101,27329,28
FZ2002S,Finanzas personales,201,39159,31
EM1001S,Emprende con propósito,111,33210,25
EM1001S,Emprende con propósito,103,24296,25
EM1001S,Emprende con propósito,105,33186,28
EM1001S,Emprende con propósito,102,21337,25
EM1001S,Emprende con propósito,202,21338,28
EM1003S,Diseño de experiencias para creación de valor,110,33415,19
EM1001S,Emprende con propósito,104,31106,27
EM1001S,Emprende con propósito,204,33258,28
EM1001S,Emprende con propósito,203,31134,29
EM1001S,Emprende con propósito,110,33189,28
EM1003S,Diseño de experiencias para creación de valor,101,33336,18
EM1003S,Diseño de experiencias para creación de valor,201,33337,15
EM1001S,Emprende con propósito,130,33234,28
EM1001S,Emprende con propósito,210,33281,28
EM1001S,Emprende con propósito,205,33259,28
AD1002S,Bootcamp de liderazgo para mujeres,106,28122,22
AD1002S,Bootcamp de liderazgo para mujeres,101,23132,27
AD1002S,Bootcamp de liderazgo para mujeres,104,23140,27
AD1001S,Diseño de negocios conscientes,201,23122,19
AD1002S,Bootcamp de liderazgo para mujeres,102,23133,28
AD1002S,Bootcamp de liderazgo para mujeres,202,23142,20
AD1002S,Bootcamp de liderazgo para mujeres,201,23141,20
RH1001S,Liderazgo multigeneracional,104,23591,26
RH1001S,Liderazgo multigeneracional,208,29375,15
RH1001S,Liderazgo multigeneracional,206,29373,27
RH1001S,Liderazgo multigeneracional,103,23590,28
RH1001S,Liderazgo multigeneracional,107,28434,27
RH1001S,Liderazgo multigeneracional,111,29043,26
RH1001S,Liderazgo multigeneracional,106,23593,28
RH1001S,Liderazgo multigeneracional,110,29042,27
RH1001S,Liderazgo multigeneracional,102,23589,28
RH1001S,Liderazgo multigeneracional,201,23599,28
RH1001S,Liderazgo multigeneracional,105,23592,24
RH1001S,Liderazgo multigeneracional,112,29044,21
RH1001S,Liderazgo multigeneracional,101,23584,28
CD1002S,Bootcamp en análisis de datos,201,26187,14
CD1001S,Bootcamp de programación,101,24873,18
MT1001S,Construye tu tienda en línea con Shopify,101,26530,22
WKBE2001S,EVALUACIÓN ETAPA INTERMEDIA - LBC,301,37345,0
WKAB1003S,Mi selfi de hoy,104,15607,30
WKAB1003S,Mi selfi de hoy,204,15618,28
WKAB1001S,Un viaje a mi interior,104,15585,24
WKAB1001S,Un viaje a mi interior,109,15590,19
WKAB1001S,Un viaje a mi interior,210,15601,27
WKAB1001S,Un viaje a mi interior,107,15588,23
WKAB1001S,Un viaje a mi interior,208,15599,33
WKAB1003S,Mi selfi de hoy,105,15608,28
WKAB1003S,Mi selfi de hoy,202,15616,34
WKAB1003S,Mi selfi de hoy,103,15606,18
WKAB1003S,Mi selfi de hoy,203,15617,27
WKAB1001S,Un viaje a mi interior,111,28595,18
WKAB1001S,Un viaje a mi interior,204,15595,28
WKAB1001S,Un viaje a mi interior,211,28602,25
WKAB1001S,Un viaje a mi interior,106,15587,26
WKAB1001S,Un viaje a mi interior,205,15596,30
WKAB1003S,Mi selfi de hoy,112,28603,19
WKAB1003S,Mi selfi de hoy,208,15622,25
WKAB1003S,Mi selfi de hoy,109,15612,20
WKAB1003S,Mi selfi de hoy,209,15623,29
WKAB1001S,Un viaje a mi interior,103,15584,35
WKAB1001S,Un viaje a mi interior,203,15594,27
WKAB1003S,Mi selfi de hoy,108,15611,19
WKAB1003S,Mi selfi de hoy,210,15624,26
WKAB1001S,Un viaje a mi interior,110,15591,26
WKAB1001S,Un viaje a mi interior,207,15598,32
WKAB1003S,Mi selfi de hoy,106,15609,20
WKAB1003S,Mi selfi de hoy,206,15620,25
WKAB1001S,Un viaje a mi interior,101,15582,34
WKAB1001S,Un viaje a mi interior,201,15592,31
WKAB1003S,Mi selfi de hoy,101,15604,24
WKAB1003S,Mi selfi de hoy,201,15615,31
WKAB1001S,Un viaje a mi interior,105,15586,23
WKAB1001S,Un viaje a mi interior,206,15597,28
WKAB1001S,Un viaje a mi interior,108,15589,17
WKAB1001S,Un viaje a mi interior,209,15600,29
WKAB1003S,Mi selfi de hoy,102,15605,33
WKAB1003S,Mi selfi de hoy,205,15619,31
WKAB1001S,Un viaje a mi interior,102,15583,33
WKAB1001S,Un viaje a mi interior,202,15593,32
WKAB1003S,Mi selfi de hoy,110,15613,20
WKAB1003S,Mi selfi de hoy,211,15625,32
WKAB1003S,Mi selfi de hoy,107,15610,21
WKAB1003S,Mi selfi de hoy,207,15621,26
WKAB1003S,Mi selfi de hoy,111,15614,25
WKBI2002S,Semana 18 Enfoque LBC-5,301,33910,12
WKLI1006S,El arte de emocionarte,103,30507,23
WKLI1006S,El arte de emocionarte,203,30566,23
WKLI1006S,El arte de emocionarte,105,30509,23
WKLI1006S,El arte de emocionarte,104,30508,23
WKLI1006S,El arte de emocionarte,204,30567,23
WKLI1006S,El arte de emocionarte,101,29851,17
WKLI1006S,El arte de emocionarte,201,30564,23
WKLI1006S,El arte de emocionarte,102,29852,22
WKLI1006S,El arte de emocionarte,202,30565,23
WKLI1008S,Construyendo cuerpo y mente,101,28638,23
WKLI1008S,Construyendo cuerpo y mente,201,28731,12
WKLI1008S,Construyendo cuerpo y mente,103,28668,23
WKLI1008S,Construyendo cuerpo y mente,203,28785,14
WKLI1008S,Construyendo cuerpo y mente,102,28639,22
WKLI1008S,Construyendo cuerpo y mente,202,28732,15
WKLI1008S,Construyendo cuerpo y mente,108,28730,23
WKLI1008S,Construyendo cuerpo y mente,208,29797,16
WKLI1008S,Construyendo cuerpo y mente,107,28719,23
WKLI1008S,Construyendo cuerpo y mente,207,29796,14
WKLI1008S,Construyendo cuerpo y mente,104,28704,23
WKLI1008S,Construyendo cuerpo y mente,204,28795,13
WKLI1008S,Construyendo cuerpo y mente,106,28718,22
WKLI1008S,Construyendo cuerpo y mente,206,29795,12
WKLI3001S,Se el líder de tu historia,101,31161,22
WKLI3001S,Se el líder de tu historia,102,31162,22
WKLI3001S,Se el líder de tu historia,103,31163,23
WKLI1007S,Ikigai: Construye tus sueños,105,31073,22
WKLI1007S,Ikigai: Construye tus sueños,205,31135,16
WKLI1010S,Transformar para trascender,102,31231,6
WKLI1007S,Ikigai: Construye tus sueños,109,31090,23
WKLI1007S,Ikigai: Construye tus sueños,209,31139,10
WKLI1007S,Ikigai: Construye tus sueños,101,31045,23
WKLI1007S,Ikigai: Construye tus sueños,201,31107,13
WKLI1007S,Ikigai: Construye tus sueños,110,31091,23
WKLI1007S,Ikigai: Construye tus sueños,106,31074,23
WKLI1007S,Ikigai: Construye tus sueños,206,31136,17
WKLI1007S,Ikigai: Construye tus sueños,108,31089,21
WKLI1007S,Ikigai: Construye tus sueños,208,31138,14
WKLI1007S,Ikigai: Construye tus sueños,104,31072,22
WKLI1007S,Ikigai: Construye tus sueños,204,31110,12
WKLI1007S,Ikigai: Construye tus sueños,102,31046,22
WKLI1007S,Ikigai: Construye tus sueños,202,31108,10
WKLI1007S,Ikigai: Construye tus sueños,103,31071,21
WKLI1007S,Ikigai: Construye tus sueños,203,31109,22
WKLI1007S,Ikigai: Construye tus sueños,107,31088,23
WKLI1007S,Ikigai: Construye tus sueños,207,31137,11
WKLI1005S,"Yo, tú, otros, nosotros",106,32013,21
WKLI1005S,"Yo, tú, otros, nosotros",104,31177,23
WKLI1005S,"Yo, tú, otros, nosotros",204,31188,13
WKLI2001S,"Género, sexualidad y violencia",105,30584,23
WKLI1005S,"Yo, tú, otros, nosotros",101,31174,23
WKLI1005S,"Yo, tú, otros, nosotros",201,31185,14
WKLI1005S,"Yo, tú, otros, nosotros",102,31175,22
WKLI1005S,"Yo, tú, otros, nosotros",202,31186,13
WKLI1005S,"Yo, tú, otros, nosotros",103,31176,23
WKLI1005S,"Yo, tú, otros, nosotros",203,31187,12
WKLI2001S,"Género, sexualidad y violencia",107,30586,22
WKLI2001S,"Género, sexualidad y violencia",103,30577,23
WKLI2001S,"Género, sexualidad y violencia",106,30585,21
WKLI1005S,"Yo, tú, otros, nosotros",105,31178,23
WKLI1005S,"Yo, tú, otros, nosotros",205,31189,13
WKLI2001S,"Género, sexualidad y violencia",101,30568,23
WKLI2001S,"Género, sexualidad y violencia",201,31047,23
WKLI2001S,"Género, sexualidad y violencia",104,30578,22
WKLI2001S,"Género, sexualidad y violencia",203,37626,15
WKLI2001S,"Género, sexualidad y violencia",102,30569,21
WKLI2001S,"Género, sexualidad y violencia",202,31048,15
WKLI2001S,"Género, sexualidad y violencia",108,30587,22
WKVP3003S,El arte de comunicar tu marca,105,31201,22
WKVP3003S,El arte de comunicar tu marca,103,31199,22
WKVP3003S,El arte de comunicar tu marca,108,31206,22
WKVP3003S,El arte de comunicar tu marca,104,31200,22
WKVP3003S,El arte de comunicar tu marca,106,31202,23
WKVP3003S,El arte de comunicar tu marca,107,31205,24
WKVP3003S,El arte de comunicar tu marca,101,31190,22
WKVP3003S,El arte de comunicar tu marca,102,31198,23
WKVP3003S,El arte de comunicar tu marca,109,31207,20
WKVP3003S,El arte de comunicar tu marca,110,31217,22
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,203,29230,19
WKAR2004S,Semana 18 Enfoque ARQ-3,303,29206,22
WKAR2004S,Semana 18 Enfoque ARQ-3,302,29205,23
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,201,29228,21
WKAR2004S,Semana 18 Enfoque ARQ-3,304,29216,22
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,204,29681,16
WKAR2007S,Semana 18 Enfoque ARQ-5,304,29248,17
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),301,21315,16
WKAR2007S,Semana 18 Enfoque ARQ-5,302,29247,16
WKAR2004S,Semana 18 Enfoque ARQ-3,301,29204,24
WKAR2007S,Semana 18 Enfoque ARQ-5,301,29246,16
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,202,29229,18
WKAC1001S,Semana 18 Ambiente construido-1 (Arquitectura),303,21317,15
