Clave Materia,Nombre Materia Largo,Numero Grupo,Crn,Total Alum Inscritos
WKAR2007S,Semana 18 Enfoque ARQ-5,303,30973,16
WKAT2002S,Semana 18 Enfoque LAD-3,302,36550,14
WKAT2002S,Semana 18 Enfoque LAD-3,301,36538,11
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),302,14354,22
WKAT3001S,Semana 18 Especialización LAD-5,302,36682,20
WKAT3001S,Semana 18 Especialización LAD-5,301,36670,20
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),301,14333,24
WKAT2002S,Semana 18 Enfoque LAD-3,303,36551,15
WKAT3001S,Semana 18 Especialización LAD-5,303,36683,15
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),303,14355,23
WKDL3002S,Semana 18 Especialización LDI-5,302,40463,19
WKDL3002S,Semana 18 Especialización LDI-5,301,27832,21
WKDL3001S,Semana 18 Enfoque LDI-3,301,27819,18
WKDL3001S,Semana 18 Enfoque LDI-3,302,27831,15
WKSO1004S,Semana 18 Ciencias Sociales-3,301,29028,9
WKRI2001S,EVALUACIÓN ETAPA INTERMEDIA - LRI,303,29059,20
WKSO1001S,Semana 18 Ciencias Sociales-1,302,21319,18
WKD3001S,Evaluación Etapa Final - LED,301,26826,24
WKRI2003S,Semana 18 Enfoque LRI-5,313,29046,19
WKSO1001S,Semana 18 Ciencias Sociales-1,301,21318,20
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,201,29027,29
WKSO1001S,Semana 18 Ciencias Sociales-1,303,21320,17
WKD2002S,Semana 18 Enfoque LED-3,302,26999,23
WKD2001S,Semana 18 Enfoque LED-5,302,26802,25
WKD2005S,EVALUACIÓN ETAPA INTERMEDIA - LED,202,26808,15
WKD2001S,Semana 18 Enfoque LED-5,304,30411,27
WKD2005S,EVALUACIÓN ETAPA INTERMEDIA - LED,201,26803,14
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,202,21265,13
WKCO2002S,Semana 18 Enfoque LC-3,302,21254,17
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),300,14245,20
WKCO2004S,Semana 18 Enfoque LC-5,301,21255,14
WKTM2002S,Semana 18 Enfoque LTM-3,301,21355,18
WKCO2004S,Semana 18 Enfoque LC-5,302,21313,20
WKCO2002S,Semana 18 Enfoque LC-3,301,20720,19
WKCO2001S,EVALUACIÓN ETAPA INTERMEDIA - LC,201,21253,8
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),301,14246,16
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),302,14247,13
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),303,21353,16
WKTM2001S,EVALUACIÓN ETAPA INTERMEDIA - LTM,201,21384,16
WKTM2004S,Semana 18 Enfoque LTM-5,301,21385,16
WKBQ1002S,Semana 18 IBQ-3,2,24466,22
WKBQ1002S,Semana 18 IBQ-3,1,24465,22
WKBT3002S,Evaluación Etapa Final - IBT,1,24487,10
WKBT2001S,Semana 18 Enfoque IBT-5,2,24476,22
WKBT2001S,Semana 18 Enfoque IBT-5,1,24475,21
WKBQ1002S,Semana 18 IBQ-3,3,24467,21
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,204,40304,20
WKIN1001S,Semana 18 Ingeniería-1,308,14740,25
WKIN1001S,Semana 18 Ingeniería-1,310,14742,24
WKIN1001S,Semana 18 Ingeniería-1,303,14735,25
WKIN1001S,Semana 18 Ingeniería-1,307,14739,25
WKIN1001S,Semana 18 Ingeniería-1,302,14734,24
WKIN1001S,Semana 18 Ingeniería-1,305,14737,26
WKIC1002S,Semana 18 ICI-3,301,20570,27
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,205,30563,15
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,203,30550,25
WKAC1002S,Semana 18 Ambiente construido-1 (Ingeniería),301,14541,30
WKIC1001S,EVALUACIÓN ETAPA INICIAL - ICI,201,20569,24
WKIC1001S,EVALUACIÓN ETAPA INICIAL - ICI,202,33961,27
WKIN1001S,Semana 18 Ingeniería-1,316,14779,25
WKIN1001S,Semana 18 Ingeniería-1,306,14738,25
WKIC1002S,Semana 18 ICI-3,302,20571,24
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,205,22770,31
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,203,22758,32
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,202,22757,30
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,202,30549,19
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,204,22759,32
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,201,22754,32
WKIN1001S,Semana 18 Ingeniería-1,314,14777,25
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,202,24509,22
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,201,30548,28
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,207,22787,24
WKIN1001S,Semana 18 Ingeniería-1,315,14778,25
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,206,22775,32
WKIN1001S,Semana 18 Ingeniería-1,309,14741,25
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,201,24495,21
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,204,30562,28
WKIN1001S,Semana 18 Ingeniería-1,312,14744,23
WKIN1001S,Semana 18 Ingeniería-1,311,14743,24
WKIN1001S,Semana 18 Ingeniería-1,304,14736,23
WKMA2001S,SEMANA 18 ENFOQUE IDM-5,301,20695,27
WKIN1001S,Semana 18 Ingeniería-1,317,14780,25
WKIN1001S,Semana 18 Ingeniería-1,318,21826,26
WKIN1001S,Semana 18 Ingeniería-1,301,14733,26
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,208,22820,22
WKIN1001S,Semana 18 Ingeniería-1,313,14776,24
WKTC2001S,Semana 18 Enfoque ITC-5,301,29654,31
WKCT1002S,Semana 18 ICT-3,302,29642,31
WKCT1002S,Semana 18 ICT-3,303,29643,23
WKTC2001S,Semana 18 Enfoque ITC-5,304,29666,30
WKCT1002S,Semana 18 ICT-3,305,29645,22
WKTE2002S,Semana 18 Enfoque IRS-5,301,29682,18
WKTC2001S,Semana 18 Enfoque ITC-5,302,29664,29
WKTC2001S,Semana 18 Enfoque ITC-5,303,29665,30
WKCT1002S,Semana 18 ICT-3,304,29644,22
WKCT1002S,Semana 18 ICT-3,301,29627,32
WKII2001S,SEMANA 18 ENFOQUE IIS-5,302,30071,19
WKII2001S,SEMANA 18 ENFOQUE IIS-5,303,30075,20
WKNN2001S,SEMANA 18 ENFOQUE IID-5,301,30076,12
WKII3002S,Evaluación Etapa Final - IIS,301,30082,11
WKII2001S,SEMANA 18 ENFOQUE IIS-5,301,30066,22
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,302,26985,32
WKBI2001S,SEMANA 18 ENFOQUE IMD-5,301,26981,26
WKBI2001S,SEMANA 18 ENFOQUE IMD-5,302,26983,26
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,301,26984,31
WKIT1002S,Semana 18 IIT-3,301,22679,35
WKIT1002S,Semana 18 IIT-3,303,35592,36
WKIT1002S,Semana 18 IIT-3,304,35600,31
WKIT1002S,Semana 18 IIT-3,306,35602,32
WKIT1002S,Semana 18 IIT-3,307,35603,32
WKM2001S,SEMANA 18 ENFOQUE IM-5,301,29187,27
WKIT1002S,Semana 18 IIT-3,302,35591,35
WKIT1002S,Semana 18 IIT-3,305,35601,35
WKIT1002S,Semana 18 IIT-3,308,40945,29
WKCV2001S,SEMANA 18 ENFOQUE IC-5,302,24095,0
WKIQ2001S,SEMANA 18 ENFOQUE IQ-5,301,24096,28
WKCV2003S,EVALUACIÓN ETAPA INTERMEDIA - IC,201,40249,3
WKCV2001S,SEMANA 18 ENFOQUE IC-5,301,24094,22
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,202,21655,25
WKSD1004S,Semana 18 Salud -3,304,18174,12
WKSD1001S,Semana 18 Salud-1,304,14781,21
WKSD1001S,Semana 18 Salud-1,303,14747,27
WKSD1001S,Semana 18 Salud-1,305,14782,20
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,201,21654,25
WKSD1004S,Semana 18 Salud -3,301,18171,22
WKSD1004S,Semana 18 Salud -3,303,18173,27
WKSD1001S,Semana 18 Salud-1,306,14783,21
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,205,21668,25
WKSD1004S,Semana 18 Salud -3,305,18175,30
WKSD1004S,Semana 18 Salud -3,302,18172,28
WKSD1001S,Semana 18 Salud-1,301,14745,23
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,204,21663,21
WKSD1001S,Semana 18 Salud-1,302,14746,20
WKSD1003S,EVALUACIÓN ETAPA INICIAL - SALUD,203,21662,22
WKMB2002S,Semana 18 Enfoque MC-5,302,24393,21
WKMB2002S,Semana 18 Enfoque MC-5,303,24394,21
WKMB2002S,Semana 18 Enfoque MC-5,304,24395,21
WKMB2002S,Semana 18 Enfoque MC-5,301,24392,22
WKCF1004S,EVALUACIÓN ETAPA INTERMEDIA - LCPF,202,27298,25
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,203,27328,29
WKCF1004S,EVALUACIÓN ETAPA INTERMEDIA - LCPF,201,27297,19
WKFZ2003S,Semana 18 Enfoque LAF-5,301,33416,30
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,205,36200,30
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,204,36184,30
WKFZ2003S,Semana 18 Enfoque LAF-5,302,33417,30
WKCF2002S,Semana 18 Enfoque LCPF-5,301,33383,19
WKFZ2003S,Semana 18 Enfoque LAF-5,305,36185,30
WKCF2002S,Semana 18 Enfoque LCPF-5,302,33384,19
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,202,27327,30
WKFZ2003S,Semana 18 Enfoque LAF-5,303,33418,30
WKEM2001S,EVALUACIÓN ETAPA INTERMEDIA - LDE,201,36552,30
WKEM2003S,Semana 18 Enfoque LDE-5,301,36684,27
WKAD2001S,EVALUACIÓN ETAPA INTERMEDIA - LAE,202,24342,27
WKAD2007S,Semana 18 Enfoque LAE-5,302,24344,25
WKAD2007S,Semana 18 Enfoque LAE-5,301,24343,28
WKAD3006S,Evaluación Etapa Final - LAE,301,24654,9
WKAD2001S,EVALUACIÓN ETAPA INTERMEDIA - LAE,201,24341,29
WKMT2003S,Semana 18 Enfoque LEM-5,301,28484,27
WKCD2003S,Semana 18 Enfoque LIT-5,302,28486,22
WKMT2001S,EVALUACIÓN ETAPA INTERMEDIA - LEM,201,28482,30
WKCD2001S,EVALUACIÓN ETAPA INTERMEDIA - LIT,202,28488,23
WKCD2003S,Semana 18 Enfoque LIT-5,301,28485,23
WKCD2001S,EVALUACIÓN ETAPA INTERMEDIA - LIT,201,28487,22
WKNE1004S,Semana 18 Negocios-3,311,22967,32
WKNE1001S,Semana 18 Negocios-1,313,13625,30
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,202,22922,31
WKNE1004S,Semana 18 Negocios-3,304,22954,32
WKNI2002S,EVALUACIÓN ETAPA INTERMEDIA - BGB,201,22969,24
WKNE1004S,Semana 18 Negocios-3,305,22958,32
WKNE1004S,Semana 18 Negocios-3,310,22966,31
WKNE1001S,Semana 18 Negocios-1,304,13595,26
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,201,22875,30
WKNE1001S,Semana 18 Negocios-1,303,13584,27
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,204,22924,30
WKNE1001S,Semana 18 Negocios-1,312,13612,30
WKNE1002S,Semana 18 Negocios-2,301,32537,24
WKNE1004S,Semana 18 Negocios-3,309,22965,31
WKNE1004S,Semana 18 Negocios-3,307,22963,32
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,208,22938,30
WKNE1004S,Semana 18 Negocios-3,303,22953,32
WKNE1001S,Semana 18 Negocios-1,310,13610,27
WKNI2002S,EVALUACIÓN ETAPA INTERMEDIA - BGB,203,22975,20
WKNE1001S,Semana 18 Negocios-1,301,13545,27
WKNE1004S,Semana 18 Negocios-3,308,22964,32
WKNE1001S,Semana 18 Negocios-1,302,13546,27
WKNI2002S,EVALUACIÓN ETAPA INTERMEDIA - BGB,202,22974,22
WKNE1001S,Semana 18 Negocios-1,305,13596,27
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,209,22939,30
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,207,22935,30
WKNE1001S,Semana 18 Negocios-1,306,13606,26
WKNE1004S,Semana 18 Negocios-3,302,22952,32
WKNE1001S,Semana 18 Negocios-1,308,13608,28
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,206,22933,30
WKNE1001S,Semana 18 Negocios-1,311,13611,25
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,211,22946,30
WKNI2006S,Semana 18 Enfoque BGB-5,302,22977,21
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,210,22940,30
WKNI2006S,Semana 18 Enfoque BGB-5,303,22984,22
WKNE1001S,Semana 18 Negocios-1,309,13609,26
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,203,22923,31
WKNE1001S,Semana 18 Negocios-1,307,13607,28
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,205,22925,30
WKNI2006S,Semana 18 Enfoque BGB-5,301,22976,21
WKNE1004S,Semana 18 Negocios-3,301,22951,32
WKNE1004S,Semana 18 Negocios-3,306,22959,30
WKAB1003S,Mi selfi de hoy,1,20536,23
WKAB1003S,Mi selfi de hoy,2,20537,0
WKLI1006S,El arte de emocionarte,1,37136,23
WKLI1005S,"Yo, tú, otros, nosotros",1,37135,28
CF1001S,Excel como herramienta en la toma de decisiones,101,20594,25
RH1002S,Liderazgo incluyente,101,21906,32
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,203,21942,21
RI1002S,Diversidad en un mundo globalizado,401,35598,22
RI1002S,Diversidad en un mundo globalizado,201,35588,25
RI1002S,Diversidad en un mundo globalizado,202,35597,25
H1001S,Inducción al servicio social,203,17304,24
H1001S,Inducción al servicio social,100,17200,32
H1001S,Inducción al servicio social,200,17285,23
H1001S,Inducción al servicio social,101,17211,30
H1001S,Inducción al servicio social,201,17297,23
H1001S,Inducción al servicio social,102,17227,32
H1001S,Inducción al servicio social,202,17303,22
H1001S,Inducción al servicio social,103,17228,31
M1001S,Ingeniería en acción,101,38645,19
M1002S,Taller de certificación en ingeniería,201,38648,11
CF1001S,Excel como herramienta en la toma de decisiones,101,20594,25
EM1001S,Emprende con propósito,203,11436,28
EM1001S,Emprende con propósito,202,11435,29
EM1001S,Emprende con propósito,101,11432,32
EM1001S,Emprende con propósito,201,11434,29
EM1001S,Emprende con propósito,102,11433,29
EM1003S,Diseño de experiencias para creación de valor,201,40753,12
AD2001S,Finanzas estratégicas,101,24674,25
AD1001S,Diseño de negocios conscientes,101,23777,28
RH1002S,Liderazgo incluyente,101,21906,32
WKAB1003S,Mi selfi de hoy,2,20537,0
WKAB1003S,Mi selfi de hoy,1,20536,23
WKAB1003S,Mi selfi de hoy,3,20538,19
WKLI1006S,El arte de emocionarte,1,37136,23
WKAB1002S,Ponle play a tu bienestar,1,20509,26
WKAB1002S,Ponle play a tu bienestar,4,20529,30
WKLI1005S,"Yo, tú, otros, nosotros",1,37135,28
WKVP3003S,El arte de comunicar tu marca,1,37154,30
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),300,17306,21
WKSO1001S,Semana 18 Ciencias Sociales-1,601,17146,19
WKSO1003S,EVALUACIÓN ETAPA INICIAL - CIENCIAS SOCIALES,201,17685,3
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),300,17313,12
WKBQ1002S,Semana 18 IBQ-3,301,20343,16
WKIN1001S,Semana 18 Ingeniería-1,301,19727,29
WKCT1001S,EVALUACIÓN ETAPA INICIAL - ICT,201,20250,11
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,201,13654,15
WKIN1001S,Semana 18 Ingeniería-1,303,19729,26
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,201,20243,36
WKIN1001S,Semana 18 Ingeniería-1,302,19728,27
WKCT1002S,Semana 18 ICT-3,301,20251,11
WKII2001S,SEMANA 18 ENFOQUE IIS-5,301,20254,15
WKIT1002S,Semana 18 IIT-3,301,20252,35
WKCF2002S,Semana 18 Enfoque LCPF-5,301,21890,19
WKCF1004S,EVALUACIÓN ETAPA INTERMEDIA - LCPF,201,21889,19
WKAD2001S,EVALUACIÓN ETAPA INTERMEDIA - LAE,201,21907,29
WKAD2007S,Semana 18 Enfoque LAE-5,301,21918,29
WKNE1001S,Semana 18 Negocios-1,304,41128,23
WKNE1004S,Semana 18 Negocios-3,302,21944,21
WKNE1001S,Semana 18 Negocios-1,303,11448,23
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,203,21942,21
WKNE1001S,Semana 18 Negocios-1,301,11446,24
WKNE1004S,Semana 18 Negocios-3,303,21945,22
WKNE1004S,Semana 18 Negocios-3,301,21943,22
WKNE1001S,Semana 18 Negocios-1,302,11447,24
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,201,21940,23
WKLI1002S,Teatro con sentido,101,14844,25
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,202,34278,22
WKIN1001S,Semana 18 Ingeniería-1,302,17300,33
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,201,17272,3
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,301,17310,16
AR1001S,Representación significativa,201,32781,16
AR1002S,Visión sistémica y sostenible para Arquitectura,101,32803,10
RI1002S,Diversidad en un mundo globalizado,101,32777,34
RI1002S,Diversidad en un mundo globalizado,104,40852,25
RI1002S,Diversidad en un mundo globalizado,102,40241,30
RI1002S,Diversidad en un mundo globalizado,103,40335,23
H1001S,Inducción al servicio social,102,18020,23
H1001S,Inducción al servicio social,103,18021,25
H1001S,Inducción al servicio social,202,18023,26
H1001S,Inducción al servicio social,204,18037,15
H1001S,Inducción al servicio social,101,18019,29
H1001S,Inducción al servicio social,104,18036,18
H1001S,Inducción al servicio social,201,18022,30
H1001S,Inducción al servicio social,203,18024,27
EM1001S,Emprende con propósito,101,22695,25
EM1001S,Emprende con propósito,104,22700,26
EM1001S,Emprende con propósito,201,22701,24
EM1001S,Emprende con propósito,204,22713,22
EM1001S,Emprende con propósito,202,22711,24
EM1001S,Emprende con propósito,102,22698,25
EM1001S,Emprende con propósito,103,22699,25
EM1001S,Emprende con propósito,203,22712,22
AD1002S,Bootcamp de liderazgo para mujeres,201,33430,17
RH1001S,Liderazgo multigeneracional,101,33439,30
CD1002S,Bootcamp en análisis de datos,101,33431,19
WKLI1002S,Teatro con sentido,101,14844,25
WKLI1006S,El arte de emocionarte,101,14895,18
WKLI1006S,El arte de emocionarte,201,14896,18
WKAR2007S,Semana 18 Enfoque ARQ-5,301,32743,10
WKAR2004S,Semana 18 Enfoque ARQ-3,301,32742,16
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,201,32762,10
WKES1001S,Semana 18 Estudios creativos-1 (Arquitectura),301,18025,20
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),302,18026,4
WKBQ1002S,Semana 18 IBQ-3,301,17295,3
WKIN1001S,Semana 18 Ingeniería-1,302,17300,33
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,202,34278,22
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,201,17302,35
WKBQ1001S,EVALUACIÓN ETAPA INICIAL - IBQ,201,17272,3
WKIN1001S,Semana 18 Ingeniería-1,301,17299,33
WKIN1001S,Semana 18 Ingeniería-1,303,17301,34
WKII2001S,SEMANA 18 ENFOQUE IIS-5,301,17296,15
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,301,17310,16
WKIT1002S,Semana 18 IIT-3,301,17309,29
WKIT1002S,Semana 18 IIT-3,302,34279,28
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,201,33810,23
WKFZ2003S,Semana 18 Enfoque LAF-5,301,33846,22
WKAD2007S,Semana 18 Enfoque LAE-5,301,33845,5
WKAD2001S,EVALUACIÓN ETAPA INTERMEDIA - LAE,201,33809,5
WKNE1001S,Semana 18 Negocios-1,302,12944,35
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,203,33448,26
WKNE1001S,Semana 18 Negocios-1,301,12943,31
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,202,33447,25
WKNE1004S,Semana 18 Negocios-3,302,33796,28
WKNE1004S,Semana 18 Negocios-3,303,33811,26
WKNI2001S,EVALUACIÓN ETAPA INTERMEDIA - LIN,201,33847,13
WKNI2005S,Semana 18 Enfoque LIN-5,301,33848,10
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,201,33446,26
WKNE1004S,Semana 18 Negocios-3,301,33795,27
WKAB1003S,Mi selfi de hoy,3,27024,19
WKAB1003S,Mi selfi de hoy,5,27131,17
WKAB1005S,Tu reto de 7 días: tu bienestar,1,27003,29
WKAB1001S,Un viaje a mi interior,2,27014,31
WKLI1002S,Teatro con sentido,6,27118,13
AR2002S,Habitar un espacio,1,39817,7
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,201,31216,32
WKFZ2003S,Semana 18 Enfoque LAF-5,301,31834,31
WKAD2007S,Semana 18 Enfoque LAE-5,301,31334,16
WKMT2003S,Semana 18 Enfoque LEM-5,301,31844,12
WKNE1001S,Semana 18 Negocios-1,302,14848,21
AR2002S,Habitar un espacio,1,39817,7
RI1002S,Diversidad en un mundo globalizado,201,26583,18
RI1002S,Diversidad en un mundo globalizado,101,26582,32
H1001S,Inducción al servicio social,103,13576,25
H1001S,Inducción al servicio social,202,26564,28
H1001S,Inducción al servicio social,105,26754,26
H2003S,Emergencia climática: hacia una cultura de la sostenibilidad,201,26601,21
H1001S,Inducción al servicio social,102,13562,27
H1001S,Inducción al servicio social,201,26563,31
H1001S,Inducción al servicio social,101,13537,27
H1001S,Inducción al servicio social,203,26580,27
H1004S,Promoviendo hambre cero,101,26581,31
IN2004S,Diseño y distribución de plantas inteligentes,101,39677,20
MR2001S,Competencia mecatrónica,201,33203,19
CF1001S,Excel como herramienta en la toma de decisiones,101,30960,0
EM1001S,Emprende con propósito,102,14898,29
EM1001S,Emprende con propósito,101,14897,30
EM1001S,Emprende con propósito,201,15014,31
EM1001S,Emprende con propósito,202,15015,28
EM1001S,Emprende con propósito,103,30940,21
EM1001S,Emprende con propósito,203,30941,30
AD2001S,Finanzas estratégicas,101,32827,10
AD1001S,Diseño de negocios conscientes,101,30958,16
AD1002S,Bootcamp de liderazgo para mujeres,101,32826,0
RH1001S,Liderazgo multigeneracional,101,30942,24
WKAB1003S,Mi selfi de hoy,3,27024,19
WKAB1003S,Mi selfi de hoy,5,27131,17
WKAB1005S,Tu reto de 7 días: tu bienestar,1,27003,29
WKAB1001S,Un viaje a mi interior,2,27014,31
WKLI1002S,Teatro con sentido,6,27118,13
WKAB1002S,Ponle play a tu bienestar,4,27044,18
WKLI3001S,Se el líder de tu historia,7,41227,33
WKAR2002S,EVALUACIÓN ETAPA INTERMEDIA - ARQ,1,33952,8
WKAR2004S,Semana 18 Enfoque ARQ-3,1,33927,6
WKAR2007S,Semana 18 Enfoque ARQ-5,1,33953,9
WKES1002S,Semana 18 Estudios creativos-1 (Humanidades),301,25635,21
WKIN1001S,Semana 18 Ingeniería-1,304,21631,24
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,202,22792,22
WKIN1001S,Semana 18 Ingeniería-1,303,21630,26
WKIN1001S,Semana 18 Ingeniería-1,301,21628,27
WKIN1001S,Semana 18 Ingeniería-1,302,21629,26
WKIT1001S,EVALUACIÓN ETAPA INICIAL - IIT,201,22791,18
WKII2001S,SEMANA 18 ENFOQUE IIS-5,301,22801,21
WKMR2001S,SEMANA 18 ENFOQUE IMT-5,301,22802,19
WKIT1002S,Semana 18 IIT-3,302,22794,22
WKIT1002S,Semana 18 IIT-3,301,22793,20
WKFZ2003S,Semana 18 Enfoque LAF-5,301,31834,31
WKFZ2001S,EVALUACIÓN ETAPA INTERMEDIA - LAF,201,31216,32
WKAD2001S,EVALUACIÓN ETAPA INTERMEDIA - LAE,201,31203,11
WKAD2007S,Semana 18 Enfoque LAE-5,301,31334,16
WKMT2003S,Semana 18 Enfoque LEM-5,301,31844,12
WKMT2001S,EVALUACIÓN ETAPA INTERMEDIA - LEM,201,31304,11
WKNE1004S,Semana 18 Negocios-3,302,31193,24
WKNE1001S,Semana 18 Negocios-1,301,14847,22
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,203,31172,26
WKNE1003S,EVALUACIÓN ETAPA INICIAL - NEGOCIOS,204,31181,27
WKNI2001S,EVALUACIÓN ETAPA INTERMEDIA - LIN,201,31305,12
WKNE1004S,Semana 18 Negocios-3,303,31194,24
