Producto, Unidades ,Factura
34028,1,832452
34182,1,925867
34484,1,736466
27071,1,791737
40280,1,718387
20196,1,660465
17704,1,783698
19695,1,808647
1899,1,764984
48022,1,782992
17144,1,726302
35474,1,689325
47287,1,741419
34324,1,784520
1544,1,777043
34286,1,776389
2925,1,687232
2601,2,749791
16077,1,925751
20575,1,607738
37527,1,724755
35251,1,927025
16983,1,687337
46898,2,824349
34394,1,724480
19488,1,395450
35271,1,584908
21184,1,749049
34469,1,712278
30213,1,496130
43343,1,721293
17420,1,729565
34095,1,178526
46848,1,798847
37051,1,328352
17912,2,782337
20578,1,184081
39544,1,468650
17235,1,714519
37535,1,724619
34324,1,802215
24326,1,335039
40830,1,625389
17653,1,626084
19649,1,771160
41794,1,734572
17387,1,773285
17435,1,821069
30213,2,396061
30213,2,746207
24335,1,626779
41915,1,620364
18267,1,825834
33929,1,361813
48227,1,743720
23602,1,645457
20672,1,830289
39537,1,764031
41914,1,614446
34568,1,786216
20752,1,638208
2306,1,691518
17426,1,468716
23913,1,539610
17155,1,829992
34742,1,788791
47240,1,512147
40034,1,625832
24116,1,542121
48216,3,761219
42926,2,735396
38167,1,539077
1920,1,772149
4034,2,683428
17439,1,361580
23624,1,618801
17244,1,783668
24335,1,708213
34391,1,465410
20199,1,712222
30213,1,469179
24275,1,715783
34386,1,689368
34109,1,179415
36024,1,513644
35397,1,807125
19420,1,687030
24335,1,496503
35191,1,710483
23723,1,328306
41558,1,710429
34059,1,696791
39504,5,772480
43049,1,327835
39533,1,594782
47082,1,831837
34112,1,762158
23946,1,749314
17435,1,752637
24473,1,245441
36085,1,658968
48228,1,178470
17206,1,664636
5895,1,736700
47287,2,656973
47656,1,637873
17144,1,465160
34039,1,125210
17155,1,539822
29259,1,708804
48371,1,704764
44970,1,624786
47259,1,743100
8367,2,548597
23624,1,657432
34742,1,611098
1332,1,541314
47943,1,806701
36102,1,140284
15723,1,466066
34568,1,726763
45404,1,612830
48359,1,665962
34780,1,321822
45697,1,802588
35318,1,97904
2118,1,802249
35191,1,179169
18034,1,178385
23292,1,825425
23887,1,687202
5315,1,704581
23723,1,126115
14627,1,686610
34311,1,29216
3430,1,656190
1144,1,675859
34820,1,116891
29294,1,823626
45994,1,467165
47072,1,745424
17167,1,716494
37487,1,361076
34694,1,722438
39597,1,735174
24471,1,705974
32804,1,259519
37584,1,630899
48445,1,721267
35766,1,543152
47755,1,630855
16972,1,796170
24471,1,323724
32388,1,682436
39599,1,703641
38593,2,643024
34324,1,754847
45994,1,591906
34420,1,924655
17302,1,698191
47303,1,787080
16964,1,667740
18569,1,830448
17272,1,716975
23313,1,686866
41373,1,624922
47201,1,755729
17658,1,369350
44269,1,705114
23292,1,714208
24335,1,328170
39058,1,513756
41792,1,687921
47785,1,725889
47212,1,324380
23290,1,739730
24355,1,706682
14412,1,785608
34299,1,627541
34646,1,681257
34112,1,773980
34334,1,829533
46865,1,139778
41647,1,738902
41903,1,467377
4494,1,635188
47353,1,139678
36041,1,710790
37266,1,323419
34382,1,632632
46689,1,335551
35025,1,629436
1538,1,795741
24415,1,811138
18290,1,794632
18535,1,322303
47292,1,711541
37538,1,182972
34299,1,258932
23290,1,744591
17435,1,676611
40034,2,830189
2527,1,724563
30213,1,542849
27653,1,760986
37719,2,668939
24035,1,626831
17115,1,467135
15196,1,794625
18368,1,689872
47092,1,699698
48216,1,541973
34095,1,176268
2865,1,625653
23723,1,723960
39256,1,713591
24335,1,747104
14442,1,725319
34389,1,655954
17101,1,725455
37583,1,467658
46848,1,802027
37730,1,702397
27321,1,698048
23199,1,786883
34059,1,737776
36024,1,259109
41795,1,662786
47212,1,604998
19023,1,923742
17206,1,322071
34581,1,793046
18535,1,629671
48340,1,651704
16981,1,542985
36087,1,735494
34791,1,540924
23946,1,675762
20232,1,323605
23928,1,260088
14243,1,692652
24337,1,757874
51444,1,736138
17481,1,692100
23191,1,541430
17258,1,637850
35226,1,29257
48161,1,642900
19694,1,712251
23534,1,925732
35221,1,184005
47679,1,659019
30213,1,465082
17243,1,674198
40272,1,757539
34299,1,767330
20673,2,741311
20723,1,735291
35501,2,806046
19023,1,758830
44262,1,830245
34112,1,326880
35222,1,327922
2925,1,468376
32557,1,735829
17233,1,725450
20278,1,481551
41795,1,797657
34568,1,174856
34115,1,781899
17193,1,606964
35440,1,301280
34579,1,466114
19277,1,711666
18535,1,621126
11176,1,758799
34369,1,97878
17377,1,734200
17092,1,98964
34568,2,696630
39891,1,798592
23290,1,245053
18535,1,680832
30014,1,779807
47948,1,176930
51142,1,729497
47599,1,323829
17482,1,594587
39597,1,772228
24324,1,465980
14835,1,465477
47212,1,821078
27565,1,328032
28253,1,791483
46817,2,750208
34722,1,795053
30085,1,336456
3173,1,573557
23624,1,649889
30052,1,138863
22375,1,529967
43993,1,704888
17735,1,691870
39537,1,740897
42926,1,775111
35318,1,608204
48307,1,125712
34061,1,541469
24323,1,924958
41854,1,650070
23427,1,711297
34683,2,688025
2925,1,318178
19001,1,541469
33351,1,734617
39533,1,665447
38767,1,618121
6259,4,615713
16115,1,361191
34446,1,792985
20535,1,467686
17387,1,695711
41625,1,97720
44908,1,712386
1415,1,624033
39532,1,465160
34722,1,779433
24960,1,641628
17147,1,175705
34299,2,686271
16920,1,831012
35370,1,830194
16996,1,798759
18535,1,542639
34160,1,175794
39545,1,800783
34068,1,781120
928,1,783603
20293,1,721621
18569,1,792827
20752,1,125910
17092,1,625546
34534,1,656545
18023,1,791342
33132,1,737394
14070,1,182479
40272,1,679565
41794,1,927069
24371,1,711566
37467,1,259106
17387,1,469960
34058,1,125963
34719,1,621393
18035,1,126713
47716,1,653114
34695,1,771750
38997,1,802098
2736,1,318555
23723,1,787236
24335,1,328700
41903,1,819584
19024,1,732039
17387,1,626078
20673,1,780328
46260,1,591960
17165,2,541162
35194,1,481588
24116,1,626371
4499,1,710674
16972,1,528448
35242,1,469770
37582,1,724062
51336,1,770953
46888,1,681603
19981,1,730029
21182,1,324230
34334,1,699159
4658,1,686870
20639,1,395176
34248,1,544906
17214,1,654874
41642,1,467865
17165,1,176061
6059,1,734544
14279,1,828456
34695,1,182761
35500,1,470090
36688,1,98166
41563,1,773282
16077,2,465397
18288,1,610533
47294,1,679537
34116,1,717756
14852,1,702274
47004,1,682857
34392,1,764017
24472,1,607924
46898,1,643849
20750,2,681543
17154,1,713736
20535,1,670355
41309,1,926921
29365,1,600989
35221,1,747506
40259,1,174758
46966,2,711363
46867,1,638221
17481,1,682635
43758,1,17082
2634,1,749433
18367,1,81819
18197,1,724918
46817,1,612199
37583,1,772228
37206,2,597827
5385,2,721329
35967,1,182874
35370,1,800635
21709,1,29648
34321,1,711921
48309,1,676198
34321,1,181069
20575,1,807156
34105,1,808414
35209,1,780686
48249,1,465710
3687,1,715083
17235,2,667916
48092,1,721423
13436,1,178320
37757,1,327440
670,1,925423
37584,1,543948
34059,1,602286
40280,1,741644
27073,1,635864
39599,1,711093
34112,1,674637
24335,1,466308
17259,1,750213
2916,1,576071
30172,1,600041
30213,1,830983
19812,1,568611
27714,1,470067
18754,1,724832
17798,1,726683
41642,1,713740
40953,1,658992
41903,1,812616
35440,1,177122
24325,1,780686
4723,1,390492
34112,1,175467
52748,1,710535
39597,1,783836
39530,1,711778
37584,1,678877
24035,1,712099
37569,1,317973
17482,1,543192
24335,1,466481
23338,1,925575
17235,1,825543
34579,1,750273
16983,1,779008
34778,1,704265
15009,1,789000
47786,1,720716
18471,1,788429
48381,6,769015
341,1,810184
34092,1,737459
16933,1,686271
20574,1,652939
35242,1,540133
34058,1,832302
34264,1,599294
34695,1,392370
38082,1,705290
17394,1,606398
35270,1,613397
47659,1,513526
34182,1,176397
45718,1,627433
17165,1,514341
24335,1,926646
17707,1,656349
37529,1,810410
39901,1,605557
40882,1,232871
35026,1,467457
19537,1,733523
14511,1,183928
17144,1,81918
41642,1,391603
17183,1,788031
39359,1,785898
47292,1,653460
20361,1,724049
23566,1,925494
2549,2,668292
23606,1,773928
4399,1,582843
17183,1,603371
38993,1,723812
34248,1,791377
45697,1,784552
29752,1,183184
17737,1,757046
34742,1,633794
47001,1,830973
34182,1,699061
47785,1,541324
332,1,719668
40768,1,672814
15495,1,821319
18751,1,541644
12065,1,299535
17259,1,726533
17183,1,689593
39544,1,658266
34063,1,754733
23558,1,175794
23534,1,370144
47679,4,596187
18535,1,299356
40380,1,615226
23313,1,699737
18189,2,712292
17783,1,829327
17154,1,176019
37159,1,818109
47292,1,724622
35178,1,714618
34182,1,613825
34582,1,829484
34039,1,725447
18569,1,543850
38993,1,726068
34566,1,800423
17272,1,790729
17165,1,392431
34379,1,512426
23880,1,926921
16944,1,712930
17155,1,777998
34778,1,722671
34128,1,542688
36018,1,784960
3214,1,660465
48231,1,660835
49640,1,608333
22266,1,739342
39530,1,514038
16996,1,183798
48397,1,756855
34028,1,811880
40138,1,497071
48160,1,176401
37583,1,724596
40696,2,625781
17350,1,711786
40765,1,831244
37765,1,619811
39960,1,126630
47679,1,182576
20641,1,812520
3049,1,511379
28046,1,733160
17272,1,761066
23290,1,391442
35191,1,796860
34386,1,776871
41373,1,676124
36045,1,804101
34568,1,662571
17482,1,804112
37202,1,710760
199,1,730100
47785,1,177443
48212,1,702602
17422,1,370936
33118,1,680651
39539,1,512849
8849,1,599525
36649,1,719654
16077,1,801985
47785,1,742900
18034,1,658248
23290,1,687394
35191,1,788533
16894,1,676205
47292,1,465695
40663,1,540264
1931,1,926059
47240,1,603832
36014,1,697145
44842,1,734233
20457,1,704161
48022,1,770513
34649,1,601995
17694,1,701167
29496,1,663115
17428,3,686474
34649,1,495480
48324,1,759816
16974,1,724863
34742,1,534497
35658,1,711945
29700,1,328622
16955,1,543705
24035,1,711274
48178,1,649909
23946,1,638463
24277,1,674978
33092,1,627902
2927,1,691129
18023,1,637192
47240,1,148703
35303,1,672566
44251,1,829264
4117,1,324954
18131,1,722645
199,1,713907
17377,1,539695
34369,3,361416
39472,1,543119
17192,1,318338
37266,1,183114
41894,1,594734
39528,1,243582
47212,1,711900
33092,1,651313
45697,1,703582
39574,1,183345
44048,1,98275
37452,1,363442
23555,1,468080
19809,1,597642
18086,1,29922
47993,1,738905
24471,1,98589
19668,1,394039
48445,1,543108
23913,1,726617
32894,1,29722
35440,1,773459
3050,1,598886
12348,1,126397
34694,1,467262
17145,2,615029
49224,1,712972
27750,1,640411
24355,1,671273
39533,1,779410
21353,1,752288
48227,1,542510
13458,1,361410
34433,1,392419
41789,2,618121
39249,1,723390
45990,1,258707
19810,1,701492
23558,1,762126
40436,1,645385
34436,1,318116
36024,1,823839
34095,1,585750
17186,1,747859
34100,1,720525
29337,2,646086
7895,1,795536
16972,1,465869
30777,1,512486
37266,1,545174
35501,1,713728
17207,1,747523
34433,1,176496
34028,1,467990
17147,1,678572
20394,1,671880
16964,1,81152
17206,1,758799
24415,1,666266
26849,1,814372
34425,1,542762
23675,2,694277
45700,1,323873
16822,1,757275
37583,1,649944
34420,1,670914
39927,1,609908
41643,1,660312
20587,1,808086
50264,1,739676
6164,1,324975
17797,2,660986
17377,1,742561
17145,1,117280
23290,1,796832
17192,1,371648
41792,1,125712
17434,1,659301
35365,1,725198
48220,1,645228
18034,1,747315
23398,1,318060
41574,1,670725
35076,1,260273
40436,2,830161
18702,1,541336
17131,1,769257
48249,1,712726
47292,1,324982
34299,1,614849
23405,1,739319
18189,1,468490
1552,1,728999
35462,1,763003
18659,1,635704
458,1,321882
39616,1,699396
24473,1,777599
34386,1,465262
18288,1,813651
16974,1,705734
46260,1,687836
27071,1,717313
1464,1,925170
34742,1,699621
43849,2,603069
23290,1,925713
23723,1,664893
30213,1,511244
47162,4,649091
40590,1,775974
20639,1,691616
47004,1,670328
20310,1,737000
17141,1,664056
17897,1,713591
35318,1,606839
35114,1,696691
51250,1,794317
34483,1,712921
37590,1,643783
23841,1,569268
35221,1,788167
34581,1,626722
36024,1,723536
34384,1,782556
17253,1,638644
17529,1,177197
37114,1,468612
163,1,300242
48396,1,543947
45154,1,739974
17207,1,513667
17183,2,710429
34742,1,245160
41373,1,669296
16931,1,800569
34791,1,641394
46817,1,98500
44245,1,734256
34369,2,758266
19907,1,926981
19907,1,327091
47082,1,743276
20618,1,734075
19488,1,830452
17207,1,925122
34742,1,719429
34324,1,702602
17412,1,760113
15196,1,581779
41916,1,178981
39504,1,806149
17238,1,175135
47810,1,759124
40450,1,710305
17841,1,675457
19841,1,802802
41915,3,623423
47340,1,627928
34340,1,30313
34038,1,581688
24323,1,703290
17128,1,337244
30213,1,807578
39472,1,465703
17783,1,732491
41647,1,125706
37487,1,710399
17165,1,705290
43867,1,784566
34560,1,734667
17755,1,337060
47659,1,709651
17147,1,690406
34436,1,702469
47581,1,609341
34324,1,392344
34572,1,671860
17131,1,570502
13307,1,99116
37727,1,710605
34311,1,645892
19488,1,688914
48160,1,465415
17302,1,678331
34673,1,611114
35440,2,706642
45454,1,761066
20639,1,182603
17187,1,674094
29876,1,663711
2926,2,710267
17240,1,581643
47016,1,701204
46894,1,619007
17512,1,126016
27936,1,830379
24145,1,829520
25359,1,711134
39532,1,698272
47297,1,29380
19956,1,175840
45145,1,786375
35718,1,177849
17165,1,748588
44243,1,682346
41550,1,925974
34552,1,711775
39865,1,642804
34484,1,733108
17262,1,547447
34090,1,336432
41396,3,619268
47259,1,721764
38146,1,698376
17272,1,318041
36102,1,318727
34028,1,788821
41642,1,468247
40639,1,599345
24323,1,178378
37529,1,360994
36024,1,791570
23292,1,126677
17437,1,806292
45697,3,756683
21663,1,540628
20535,1,925234
18197,1,183774
20750,1,827016
20729,1,622338
20672,1,534654
37583,1,573667
34379,2,711701
37584,2,619139
18471,1,689398
19364,1,781160
39975,1,730409
49180,1,770302
19646,1,647831
35057,1,679631
16983,1,711966
47769,1,724811
33929,1,628012
27023,1,743527
47785,1,756861
47948,4,927034
34568,1,784620
38766,1,725322
35577,1,542181
963,1,807092
23259,1,610841
34312,1,677943
23723,1,586869
17144,1,562118
48396,1,602421
37584,1,713262
20672,1,62371
41727,1,709149
34369,1,462059
18520,1,569853
48396,1,706682
17143,1,771459
2925,1,650733
34112,4,710351
21570,1,543611
22544,1,701745
39545,1,713952
16922,1,177086
17428,1,465037
20672,1,672455
47018,1,794072
38746,1,689671
51139,1,923368
34419,1,724920
17244,1,653721
23681,1,177921
37582,1,741464
14511,1,710280
122,1,623549
23290,1,927146
40021,1,772738
39504,1,125743
17703,1,926765
48396,1,512426
17187,1,182529
17218,1,650314
20291,1,626862
47783,1,176626
35318,1,685020
17793,1,674424
37583,1,327036
33352,1,803411
37582,1,592855
13358,1,763023
45251,1,701884
18904,1,661412
20362,1,822946
38032,1,924717
24371,2,780527
17154,1,789190
41574,1,785691
37527,1,176082
39507,1,687618
17515,1,391681
34704,1,677790
34425,1,690191
11144,1,175887
17703,1,575685
48301,1,800529
34311,1,729972
23292,1,361124
3470,1,178933
30531,1,712925
32267,1,549591
13806,1,814726
41591,1,660312
17244,1,820559
47052,1,670328
23060,1,831495
18367,1,799862
20174,1,436426
27771,1,700243
24335,1,391943
34484,1,182873
14433,2,735627
30213,1,733462
19806,1,573673
49414,1,823842
34568,1,467191
45697,2,670730
17187,1,773560
34742,1,541515
37529,1,318571
45155,1,540766
20673,1,824059
17183,1,542668
17259,1,699211
29360,1,717764
47240,1,682776
38167,1,824755
20301,2,29028
30213,1,234135
36102,1,97769
48022,1,680134
36411,1,786305
17207,1,469043
39532,1,541139
5667,1,766573
34433,1,704954
21110,1,778676
34334,1,468791
40032,2,740217
19907,1,742966
23292,3,829577
17428,1,771969
36102,1,465764
2736,1,693116
35298,1,632735
34357,1,361780
34090,1,613520
23555,1,831966
34695,1,785068
34568,1,786883
34069,1,828239
34742,1,830585
37449,1,787052
17387,1,542422
17481,1,778374
34736,1,693703
34632,1,711748
2116,1,685371
22242,2,513756
46817,1,394558
33835,1,926900
17207,1,830580
24355,1,634587
47949,10,125615
34296,1,687921
34355,1,711855
37153,1,673608
47651,1,762193
47297,1,626722
19624,1,182774
47671,1,819301
47757,1,754641
38082,1,328291
48396,1,772174
40918,1,127005
34357,1,542995
41483,1,322028
34115,2,606225
23624,1,738018
40381,2,634602
34357,1,653806
34441,1,710418
36639,2,619447
47004,1,924309
37717,2,829829
18702,1,719126
31529,1,602565
24465,1,673796
24471,1,176019
34768,1,126677
14856,1,924404
35184,1,663190
46817,4,514200
2092,1,770512
24035,1,716391
19708,1,832473
47755,1,758799
17092,1,653707
24415,1,513644
27940,1,496361
17841,1,540550
2925,1,233701
1167,1,684834
47259,1,540937
17415,1,233950
32262,1,392808
40567,1,592775
47659,1,631489
17235,1,829500
27321,1,830085
35226,1,511142
47303,1,739309
17459,1,469011
41825,1,781101
23853,1,178293
5895,1,830719
24335,1,686747
17796,1,323562
37727,1,660869
39599,1,97789
41915,1,816176
18747,2,361531
48022,1,540530
37219,1,682782
23292,1,796210
16983,1,806359
17120,1,668595
28250,1,361105
49328,1,176205
37526,1,789380
37491,1,326700
34369,1,772994
19622,1,327937
24333,1,730299
16983,5,726294
1550,1,770302
34425,1,725456
27396,1,641624
41551,1,704983
17841,1,612202
