Producto, Unidades ,Factura
34039,1,465279
34327,1,82035
24035,1,614751
40598,1,826544
20704,1,713085
36485,1,598733
45392,1,469304
24035,1,829634
44245,1,655652
30776,1,682248
36022,1,643504
34296,1,125868
34798,1,794235
17193,1,693785
47876,1,324954
23259,1,923630
34264,1,125519
47671,1,126377
1460,1,613424
52937,1,635913
49405,1,562883
34083,1,734189
43781,1,334994
18595,1,541634
47786,1,697754
34791,1,658639
34301,1,830379
37482,1,687065
18535,1,738232
34791,1,98774
27557,1,392129
23398,4,176106
47119,1,631828
34484,1,924991
36395,1,370231
30215,1,631359
20010,1,391640
18667,1,636380
34369,1,126352
46888,1,711912
17482,2,323207
28179,1,362535
1914,2,768199
40235,1,693444
34248,1,597348
17387,1,318014
29426,1,665623
41903,1,924789
35257,1,821464
34068,1,542969
48022,1,636038
34568,1,675741
4527,1,825830
17951,1,709670
42875,1,667673
35298,1,800375
17702,1,786330
9689,1,176068
47829,1,98207
34357,1,709746
2740,1,693429
21658,1,652052
34425,1,363088
46031,1,733643
19956,1,608660
20316,1,779334
28216,1,619812
18367,1,324411
8492,1,179027
23928,1,467695
35294,3,779033
14835,1,644788
33352,1,336959
36102,1,780108
34160,1,736717
43758,1,665989
47340,1,318652
18666,1,336963
42877,1,539465
17706,1,465180
34038,1,710705
741,1,759696
16923,1,645845
14279,1,739342
47303,1,924506
2497,1,176917
34508,1,478530
41915,1,126732
46705,2,126120
17397,1,325147
48469,1,791244
17157,1,661996
17912,1,587200
39599,1,781120
17390,1,323777
5895,1,671186
34742,1,923752
17272,1,182630
45252,2,465710
37049,1,614684
34386,1,183666
17481,1,779433
47303,1,830607
17128,1,395939
17140,2,540449
37184,1,177445
34311,1,762193
35394,1,337092
17734,10,541717
46645,1,702848
23947,1,828333
37582,1,603127
47645,1,543493
48022,1,786916
34563,1,183741
30215,1,608023
2003,1,721194
24330,1,511513
17676,1,765477
47949,1,361494
17783,1,631094
48220,1,581978
35221,1,184177
34043,1,829643
17115,1,711580
47810,1,796444
16938,4,925646
47240,1,619128
28014,1,713648
41643,1,826468
35096,1,831449
17207,2,467262
47240,1,584630
27653,1,609633
4723,1,599079
18197,1,513193
17244,1,661081
840,1,717160
2689,1,373327
34324,1,690342
41309,1,577190
47240,1,773887
47785,1,783705
41647,1,605274
47340,1,543942
35769,1,606460
34742,2,541086
40874,1,534873
47676,1,645469
47948,1,873761
35302,1,726869
39572,1,924921
35397,1,326589
17386,2,602976
39782,1,589865
35952,1,809525
34484,1,723794
35318,1,767574
27396,1,468648
41647,1,571499
17729,2,790422
34484,1,717026
45162,1,697829
27481,1,542014
16077,1,748140
47212,1,639402
2476,1,542277
41794,1,791342
28056,1,595005
35952,1,703422
34560,2,923392
18267,1,638513
37519,1,785459
40068,6,125947
48397,1,679130
34112,1,562906
34358,1,178976
34334,1,511987
39716,2,735383
47224,1,714522
17243,1,300241
34039,1,391858
20269,2,714801
28984,1,361164
31257,1,822555
17145,1,679496
36015,2,541389
24473,1,826698
11176,1,327297
34483,2,98023
17271,1,784825
34267,1,642901
38216,2,716186
41556,1,660326
34486,1,725053
47769,1,511662
9338,1,183451
17796,1,466939
44908,2,603079
46059,1,465384
24319,1,714620
15009,1,826176
48286,1,337090
3173,1,829228
41396,1,711417
16938,2,800887
39571,1,667059
2095,1,677205
48286,1,678168
39725,1,544015
20328,2,637727
17785,1,540733
17387,1,686671
17515,1,700457
30215,1,582494
34160,1,758799
35042,1,602259
25815,1,469432
19723,1,683214
18461,1,392502
48022,1,701821
2934,1,540057
1517,1,778757
47052,1,810353
43849,1,681456
1427,1,449064
35162,1,609531
43925,1,541804
48103,1,767241
23343,1,678816
8377,1,814438
34059,1,672730
34098,1,174537
34386,1,178784
332,1,789479
47340,1,641628
17704,1,688223
17144,1,544812
17183,2,810189
17529,1,575197
34104,1,29288
35881,1,693881
37151,1,126974
18756,1,741034
24330,1,798684
1497,1,260293
23698,1,926412
18471,1,809071
34301,1,178546
17244,1,621544
28046,1,336848
37049,1,656900
11822,1,782947
35365,1,234037
45435,1,543425
17154,1,712108
17663,1,770479
35191,1,335155
2226,1,694391
29259,1,178488
6270,1,724405
17093,1,750118
35191,1,435183
35693,1,743281
34379,4,644574
34311,1,711227
17386,1,598175
40381,1,672108
45539,1,782689
36104,1,924890
35440,1,923739
34696,1,734125
21318,1,733684
30215,1,542208
41642,1,772300
34039,1,664804
34068,1,126395
34649,1,174956
34095,1,801611
20457,1,468401
3040,1,759117
17387,1,746102
44970,1,650828
17244,1,465281
18537,1,621400
37491,1,327368
38087,2,362178
28080,1,731269
37429,1,511227
1665,1,323667
34296,1,704884
47240,1,541293
37236,1,789160
34160,2,543073
43812,1,299268
35116,1,80902
17128,1,925799
34568,1,740858
28253,1,97842
3630,1,780819
20752,1,174831
49398,1,544069
37765,1,175015
17482,1,786935
47240,3,723732
17482,1,704565
16974,1,789479
33024,1,184177
17144,1,777722
45451,1,924682
19626,1,702469
19598,1,372249
34324,1,723217
34742,1,542075
34568,1,829502
15236,1,337221
34589,1,496113
19969,1,725103
36018,1,682221
6230,1,725721
44042,1,139518
17141,1,513333
17193,1,681768
35400,1,827521
35365,1,322969
17042,1,742057
17145,1,653176
46960,1,126320
34182,1,517508
37449,1,830443
47303,1,750549
39507,1,771832
21168,1,29261
16968,2,762380
47016,2,714319
37490,1,769733
40932,1,699737
18535,1,734233
48234,1,651626
34311,1,327970
19715,1,927495
24591,1,652098
34095,1,648992
2093,4,711943
17744,1,439631
17093,1,577199
17529,1,924378
34230,1,695059
34433,1,541336
2558,1,783635
38993,1,184132
36465,1,780931
34483,1,544910
17704,1,660992
37727,1,791070
17166,1,724743
39834,1,183211
17207,1,233702
17207,1,733001
6228,1,605169
35622,1,749161
34552,1,513974
24333,1,322283
18038,1,800100
30215,1,722498
20362,1,763329
17956,1,233701
20578,1,542056
41647,1,763061
47340,1,829948
47340,1,16859
41373,1,803583
16933,1,549868
19812,1,602655
28046,1,789524
16959,1,724218
34489,1,723013
21663,1,725673
39507,1,735165
38008,1,754926
34137,1,711871
34311,1,322454
43812,1,726062
19650,1,361118
17272,1,82104
41563,1,728826
48469,1,713723
34112,1,925535
17193,1,700668
37450,1,390859
35109,1,665877
35255,1,724756
34369,1,322050
35068,1,674549
1855,1,299365
23933,1,793642
16933,1,712156
17704,1,823929
17882,1,650828
48396,2,707297
48022,1,626281
23624,1,725730
38281,1,362262
34778,1,713059
34095,1,830315
34092,1,467696
20376,1,466281
15236,1,712045
1783,1,698574
51294,1,609024
36041,2,740897
20750,1,624737
41903,1,738876
17223,1,734695
34182,1,743997
23947,1,710705
40176,1,746102
34324,1,742153
18288,1,734695
17144,1,712839
34266,1,25612
17092,1,650743
17437,1,653872
34388,1,610613
17369,1,614849
17387,1,620964
30531,1,773633
34484,1,657115
51370,2,734145
17259,1,822658
34780,1,695891
43435,1,182930
15590,1,742806
28247,1,762683
34355,1,723479
17744,1,709670
34266,2,175423
35298,1,126450
36638,1,809373
37467,2,613191
37188,1,688010
34305,1,682625
34115,1,465845
34483,1,784978
34695,1,752706
17186,1,765660
48431,1,726155
23343,2,815537
34628,1,788821
34560,1,710450
16077,1,232871
2226,1,125933
27461,1,787791
34369,1,641202
24466,1,681820
39599,1,721181
45441,2,327348
18596,1,30337
12737,1,179406
31874,1,771236
34333,1,831985
47117,1,650586
17155,1,178470
163,1,802421
24378,1,925763
51377,1,336359
22421,1,608337
2925,1,764041
17255,1,662500
34296,1,698644
5895,1,731542
24335,1,659584
23622,1,465568
24473,1,713988
3004,1,695711
18837,1,832436
39927,1,634655
16963,2,541558
20295,1,727703
34355,1,762158
3177,1,819387
40380,1,812827
34069,1,648840
17531,1,573733
34455,1,465575
24330,1,757437
34386,1,709148
41373,1,482580
34768,1,17080
47355,1,623758
30591,1,682930
37114,1,738214
39599,1,454352
24335,1,758242
23684,1,708213
17397,1,395745
23684,1,702055
17482,1,686214
19461,1,317876
2705,1,300377
20072,1,814645
38006,1,665564
18143,1,720977
40270,1,829107
17233,1,175126
27396,1,710513
41591,1,713067
41563,1,177804
23611,1,793836
48881,1,726160
17798,1,613730
2050,1,638584
17515,1,723597
17235,1,713629
27797,1,363301
34628,1,466109
33227,1,466873
41625,1,712830
27557,1,727463
23566,1,7627
35263,1,680982
32804,1,713309
40874,1,47038
24116,1,642677
9932,1,749403
39599,1,686306
20269,1,118124
39534,1,540134
34059,2,792851
34305,1,793411
17387,1,729221
34028,1,762098
16974,1,649920
47949,1,747952
17208,2,336035
17144,1,178811
23611,1,717457
23683,1,666270
17509,1,734670
1899,1,464771
39504,1,689483
3203,1,762098
2476,2,832210
41795,2,734695
33937,1,317913
41915,1,829293
47212,1,773617
20278,1,321971
48469,1,708530
40759,1,707818
34486,1,363806
34816,1,542525
34336,1,830965
897,1,29477
34248,1,81282
1285,1,539967
37206,1,468010
35440,1,734605
35141,1,177872
20310,1,638138
17808,1,830948
37051,1,183955
34469,1,789380
34563,1,539947
24454,2,802654
34579,1,655488
45161,1,662488
44992,1,724564
37491,1,562237
49544,2,543524
37051,1,541936
34038,1,713807
18986,1,693687
45994,1,654908
47212,1,177465
24333,1,703922
48296,1,686278
2241,1,659876
40312,1,678339
18367,1,712182
1206,1,81561
34559,1,28383
47221,1,722525
18754,1,643535
4723,2,828040
41795,1,725298
17165,1,542767
34433,1,638370
16966,1,650143
20359,1,138973
32996,1,390772
48249,1,828752
41396,1,760783
42630,1,716384
47659,1,926247
2346,1,469314
35881,1,625742
19622,1,823076
45989,1,723632
24473,1,830332
35194,1,773159
37151,1,693105
2746,1,735135
41396,1,607187
47829,1,178975
2925,1,709669
17662,1,925797
35087,1,183438
39254,1,829896
34104,1,799215
34370,1,117516
17237,1,467607
359,1,465215
38160,1,643561
17183,1,726261
38202,1,97467
41703,1,651210
37452,1,708213
34568,10,650743
41904,1,176520
35881,1,259538
39335,1,831025
12737,1,729299
19003,1,390886
34299,1,820860
47229,1,711655
961,1,699762
39599,1,81900
34274,1,702436
17801,1,327894
20587,1,779563
4723,2,734661
34436,1,317864
18472,1,924000
40943,2,99064
23675,1,804419
27862,1,542806
17207,1,541044
24466,1,466533
23555,1,541018
163,1,260134
34324,1,544069
36000,1,728276
17302,1,690900
2058,1,706039
17328,1,432480
3050,1,924256
46748,1,731984
16974,1,701466
34025,1,540409
49187,1,775111
34100,1,789701
34386,1,662465
21596,1,712762
17482,1,636023
2313,1,924470
17244,1,637455
17145,1,672697
5854,1,322974
1086,1,635730
35066,1,756683
30777,1,318050
47212,1,692194
34266,1,783946
24355,1,809103
39262,1,126322
20176,1,396051
29259,1,324070
24371,1,714872
35096,1,649796
47786,1,320973
48022,1,175705
43051,1,574909
34483,2,183476
30215,1,763286
41372,1,734648
34765,1,643783
24145,1,783075
30261,1,653615
34742,5,360834
47340,1,324742
20232,1,659354
18288,1,825457
34097,1,182797
37490,1,336860
23923,1,710872
20750,1,713231
24371,1,640981
939,1,812622
36639,2,652167
23683,1,390596
34742,1,674018
48252,1,337328
1574,1,725248
17259,1,179142
20316,2,814661
34589,1,705075
34735,1,831852
1159,1,708250
35886,1,822873
39704,1,924658
17513,1,771205
47786,1,125494
23723,1,692565
37843,1,667711
20282,1,715610
21923,1,543608
17527,1,540036
34361,5,467622
33835,1,710638
35952,1,258526
43898,1,778710
34386,1,324306
37584,1,925563
20574,1,642761
38014,1,563196
20291,1,651939
17529,1,467162
36041,1,733756
47212,1,675750
47162,1,469931
34534,1,682635
20510,1,335316
21676,1,789479
39545,1,753085
44315,1,233702
35115,1,629436
20457,1,334473
42926,1,712143
17197,1,466465
19737,1,827122
24335,1,713513
34099,1,541487
41373,1,743235
47018,1,831053
47259,1,543602
23,1,183606
45690,1,711141
34361,1,643879
17459,1,259364
34296,1,677352
39599,1,789124
48227,1,716011
45125,1,687873
48359,1,138812
47019,1,690001
34568,2,98632
36172,1,260735
34324,1,468413
15539,1,723666
17735,1,184025
17186,1,177695
48248,1,608471
41373,1,925106
34340,1,336840
26955,1,819362
21635,1,713613
17223,1,752686
47212,1,689728
17737,1,816546
17735,1,680605
46867,1,777027
40340,1,694790
17515,1,652495
45454,1,629148
34083,1,396123
1938,1,654931
48469,1,668444
47340,1,542971
41647,1,744358
13502,1,783693
122,1,697744
17155,1,750194
34097,1,761783
34264,1,674765
15747,1,725317
17115,1,175329
40342,1,830335
17183,1,607654
34755,2,519665
39315,1,651689
163,1,784272
34068,1,565613
39574,1,829364
34394,1,98083
34043,10,606313
20010,1,694459
24371,1,824090
39716,1,648374
34309,1,711714
2873,1,362258
35394,1,759639
35025,1,794549
16960,1,322785
33840,1,363121
41792,1,671194
33929,1,713455
46284,1,725292
41309,1,732956
20259,1,829163
34387,1,705179
20361,1,660929
19598,1,260706
2378,1,465477
24333,1,755558
36014,1,542041
38993,1,324051
19645,1,799806
17131,1,29556
8366,1,579608
41727,1,539843
16955,1,754320
33219,1,746223
35254,2,715648
17207,1,543219
37153,2,712081
17679,1,780740
36102,1,7441
34632,1,513732
29505,1,803868
47229,1,465769
37584,1,659584
6270,1,651787
37529,1,722478
47810,1,769250
40280,1,799316
40595,1,690105
24333,1,662136
17206,1,628929
48160,1,318323
2465,2,825473
20315,2,695028
39599,1,541939
690,1,182958
41647,1,327858
34582,1,735909
27659,1,830931
17193,1,470017
2925,1,733271
20641,1,822242
40436,1,607654
17481,1,814068
21794,1,806837
24035,1,617801
24113,1,784686
47810,1,469818
34742,1,511579
34606,1,465731
36638,1,735430
34111,2,562698
39505,1,678345
34100,1,724564
17387,1,543152
34274,1,176778
47052,1,804361
17147,1,712248
39599,1,804606
34092,1,139584
19953,1,690773
1206,1,924295
4129,1,676148
17669,1,392781
47201,2,777765
35872,1,615033
16077,1,540745
20198,1,623549
41703,1,811177
12697,1,634632
27244,1,601349
1434,1,759245
20086,1,713174
47614,1,819682
34369,1,591007
17391,1,259253
34324,1,654552
19949,1,600989
48100,1,730029
23681,1,792985
40516,2,182793
24337,1,671194
43735,1,609802
34386,1,712314
36638,1,694461
2068,3,725266
17655,1,328297
27816,1,661171
45386,1,742809
23947,1,704360
34568,1,469693
35223,1,656787
17694,1,815969
30215,1,541245
3125,1,776279
35089,1,924423
41642,1,747782
47240,1,925997
20194,1,126746
43733,1,740286
17671,1,336259
1206,1,682355
14668,1,649790
1146,2,755657
16981,1,722246
20673,1,802098
34388,2,468437
17192,1,757591
35260,1,369658
1631,1,581060
48252,1,723420
35658,1,820073
24371,1,259703
27937,1,750180
19649,2,82781
30215,1,712121
35318,1,620911
47676,1,794440
45918,1,730196
2629,1,178583
34137,2,790865
49319,1,712135
23723,1,657547
34563,1,754065
20541,1,787257
27678,1,780798
34483,1,323572
17206,1,792360
41913,1,543291
35462,1,768199
34112,1,708361
34483,1,613191
41647,2,831194
4650,1,391175
17387,1,605055
4301,1,324164
34386,1,713179
34391,1,621353
34579,1,512143
10492,1,925716
43739,1,672730
35461,1,792841
19420,1,467422
34742,1,467932
34810,1,829121
34116,1,654906
18678,1,924828
24333,1,466143
34742,1,709598
17186,1,923754
47786,1,927504
24335,1,680549
37374,1,783705
47786,1,736395
34433,1,788777
40068,1,740868
34723,1,702171
4723,1,799589
41591,1,513626
8377,1,737414
34384,1,620856
37490,1,766428
36085,1,595016
35401,1,630533
17193,1,614869
40259,1,713071
17154,1,757465
20587,1,466771
47810,1,672178
17415,1,802819
37158,1,395961
40986,1,823476
17694,1,318455
34311,1,466705
47259,1,749143
34280,1,793907
47259,1,178125
17223,1,324745
19809,1,628657
39807,1,540719
14627,1,259562
2476,1,734164
48229,1,736030
46679,1,688211
17208,1,680889
42877,1,804309
47943,1,830810
48397,1,734066
34392,1,735321
15236,1,792365
34606,1,638319
40381,1,715913
2476,1,682355
37569,1,744314
13307,1,394919
24371,1,794346
43296,1,177961
34742,1,255492
5895,1,540824
35038,1,734761
34742,1,763738
48247,1,465421
39865,1,829853
16983,1,361326
20327,1,395965
52603,1,703473
24371,1,622019
34391,1,576615
18578,2,831172
20627,1,182812
35369,1,598886
48398,1,703137
34742,2,734659
28469,1,541455
34068,2,831735
40293,1,699877
44316,1,823220
43656,1,639304
51303,1,465779
35120,2,710280
28062,1,707150
24111,1,761489
34369,1,617763
41904,1,354505
17120,1,714466
47340,1,785631
2068,1,710320
17655,1,511597
35096,2,512630
35886,1,742030
47656,1,777082
34568,1,541832
24444,1,81206
35191,1,395003
14802,2,466905
37386,1,178488
29738,1,659862
40760,1,657115
34457,1,81740
24113,1,924281
16077,1,630601
23368,1,607905
37452,2,678510
52703,1,677215
51319,1,627918
47810,1,796160
34386,1,395745
17435,1,726869
40280,1,681563
30215,1,580106
34632,1,511270
1839,1,651319
38006,1,361618
34755,2,673901
20353,1,713362
17754,1,180750
40272,1,757329
39725,1,724715
5934,1,650297
8492,1,321769
41903,1,769626
43922,1,232871
33975,1,816932
34742,1,818009
34515,1,672498
17244,1,581732
35170,1,748476
11419,1,725987
163,2,770230
19650,1,178565
17244,1,500353
35303,1,179010
22334,1,394216
18535,1,710692
3050,1,704143
17426,2,722262
2925,1,648022
17506,1,829726
18290,1,705385
17387,1,711693
19907,1,299831
30085,1,328728
35718,2,667833
46865,1,813773
15196,1,572933
35025,1,830816
24335,1,737380
34370,1,541859
34128,1,693976
39583,1,640445
47052,1,468203
17258,1,708845
22236,1,801165
47219,1,772409
215,1,326380
39546,1,514133
41158,1,705290
20053,1,322583
17422,1,712604
1205,1,799155
17439,1,318609
21037,1,736717
34421,1,17039
17206,1,594734
42529,1,654833
12488,2,718993
20672,1,651313
2933,1,318039
2346,1,713529
30215,1,767506
29218,1,692644
37049,1,643640
151,1,728695
16974,1,832487
16971,1,924378
3391,1,513965
34334,1,742564
47231,1,649869
40455,1,830845
44251,1,260402
30215,1,498467
2465,1,659576
48431,1,126870
36109,1,742479
34455,1,734377
44859,1,832617
18461,1,318137
20457,1,606625
17218,1,569992
20674,1,702519
41916,1,620466
49542,1,711244
47875,1,719408
16947,1,722601
872,1,714879
34068,1,747157
17192,1,821263
40380,1,618804
24956,1,737394
34695,1,465344
17439,1,176614
46966,2,678339
34160,1,711715
46966,1,702556
34097,1,327947
47786,1,318082
37852,1,321919
34327,1,925716
1970,1,666327
33352,1,600690
17735,1,830528
1519,1,757617
37893,1,717391
35137,1,540573
37705,1,179580
40574,1,733523
34039,1,640941
34112,1,606964
35883,1,764598
17272,1,616071
24330,1,665920
34568,1,662571
34301,1,80565
17166,1,649758
47938,1,688150
23946,1,762177
13443,1,822191
17658,1,634013
16923,1,541399
34486,1,184073
2460,1,717854
18676,1,178309
27114,1,802654
22434,2,753939
5097,1,258457
34334,1,776684
806,1,831466
28117,1,244553
17192,2,745438
34370,1,658373
9459,1,335671
23399,1,260134
34563,1,651156
18676,1,685029
35251,1,712043
16972,1,391515
37190,1,714729
17387,1,747780
15236,1,465381
34069,1,831734
36014,1,543425
39546,4,7256
23676,1,178159
40436,1,541952
5151,1,562567
27408,1,814098
46537,1,639714
17678,1,468077
1393,1,587998
19931,1,793275
48229,1,682377
38008,1,686293
23947,1,97812
31338,1,825376
39359,1,810899
36688,1,640431
48443,1,337260
35463,1,621355
34309,1,639314
34274,1,672340
41703,1,391113
14279,1,625719
3216,1,613520
35112,1,712518
34560,1,323338
28021,1,322999
17482,1,665921
34759,1,539060
47948,1,757052
17439,1,599525
35177,1,705428
34746,1,608493
386,1,642677
34387,1,699291
40311,1,468044
34386,1,580779
20176,1,755578
19488,1,829981
24111,1,397015
23308,1,323955
34483,1,832048
34334,1,743190
46848,1,81561
34097,1,738206
5151,1,177901
199,1,707573
38146,1,623681
35622,1,175942
20278,1,139830
20254,6,814038
45261,4,830204
19398,1,602725
47229,1,633148
47219,1,831305
23933,1,796389
23343,1,323597
2139,1,28824
34437,1,608848
41794,1,923358
37189,1,735058
47240,1,575138
28246,1,810573
17193,1,666840
41407,1,511313
34097,1,821562
40037,1,675072
48397,1,564708
28062,1,601995
24355,1,138728
37490,1,731051
34820,1,511584
6270,1,682464
20189,1,788483
48307,1,713879
27072,1,543602
2489,1,706011
40519,1,465421
8377,1,775111
35089,1,831852
17192,1,712737
17193,1,733115
46454,1,733857
45742,1,335779
39507,1,126036
39507,1,790753
20641,1,662662
47810,1,582916
22573,1,395541
47679,1,543024
21701,1,764535
51233,1,465357
48252,1,740326
18535,1,610097
35294,1,786555
49684,1,739342
34560,1,687873
37153,1,259987
39250,1,677988
48220,1,322816
34568,1,362033
40787,1,464264
39866,1,724889
17678,1,734526
34115,1,542925
1947,1,777586
39597,1,689828
34386,1,653375
23290,1,661849
49176,1,726124
34759,1,678934
34589,1,543348
43126,1,118144
17437,1,735835
1970,1,780663
3087,1,735111
37266,1,633050
34568,1,728439
17483,1,97113
17841,1,636163
47810,1,605974
50839,1,465330
23558,1,465340
24470,1,768547
24995,1,698291
7487,1,643380
35440,1,765011
20289,1,540446
12585,1,829788
34312,1,258816
2050,1,669856
2631,1,703290
34696,1,702140
38746,1,686816
12853,1,180752
20190,1,318149
4494,1,176159
20079,1,696888
40770,1,175131
34095,1,679898
17506,1,391736
48227,1,736839
34357,1,543602
34742,1,793798
17147,1,725959
30215,1,328511
47052,1,362870
37202,1,97956
17439,1,788279
39934,1,322911
16944,1,712327
199,1,661699
16962,1,674057
17785,1,675697
18904,1,711782
1427,1,594899
34379,1,552680
49956,1,390971
17206,1,621353
15009,1,657548
17387,1,566873
35113,1,336244
34092,1,750169
3118,2,672224
47259,1,658285
28002,1,705216
47158,1,699420
20625,1,183413
34568,1,391892
46626,1,733890
37467,2,743255
44798,1,721053
51251,1,466049
34482,1,742360
46960,1,924642
40821,1,715048
34327,2,731797
35258,1,658309
17394,1,543842
20244,1,721751
37159,1,81132
19668,2,466541
38215,1,762625
38746,1,175770
30215,1,819682
40236,1,653359
47943,1,756932
19418,1,260134
23405,1,664019
42630,4,318372
35500,1,391025
24330,1,729565
34100,1,177700
41642,1,648551
39786,4,711134
19645,1,686808
41914,1,713026
45450,1,711917
40176,1,778761
47297,1,176508
2547,1,318208
33929,1,774803
37749,2,780104
35370,1,749661
16822,1,325109
47240,1,697553
18368,1,621919
17731,1,735426
17223,4,606705
34742,1,177780
47786,1,753519
41396,1,725317
16822,2,818850
47290,1,746736
48296,1,126501
30215,2,701016
20189,1,323434
40436,1,682776
4129,1,542523
17765,1,178890
34620,1,632433
19723,2,600558
34560,2,748148
20079,1,336442
32806,1,782486
35112,1,680650
34618,1,716274
20319,1,678844
66,1,727323
20752,1,710724
2117,1,710275
29250,1,735186
40985,1,800635
19502,1,754894
199,1,785988
17131,1,175027
29003,1,745185
17387,1,832490
2346,1,610198
48227,1,299959
37614,1,759866
46705,1,773579
20328,1,668186
17093,1,723061
17259,1,647314
40380,1,814155
22768,1,918526
39546,1,724965
34334,1,636949
46977,1,643640
47297,1,702104
47259,1,735538
47940,1,676698
20535,1,781010
35883,1,695271
35294,1,323625
34483,1,177857
47229,1,779695
34568,1,649909
41727,1,770938
17747,1,542661
17143,1,469728
18288,1,651430
20278,1,757794
37158,1,743235
17358,1,773423
8213,1,81206
39507,2,734459
35050,1,713192
49474,1,318041
23343,1,792362
24465,1,672229
17434,1,656894
21440,1,699698
34388,1,815081
34742,1,813984
15196,1,539465
23699,1,97445
34324,1,642677
2671,1,468731
17262,1,362101
45179,1,178688
43735,1,616424
24335,1,469112
14835,2,468468
28149,1,803868
29218,1,692644
34115,1,299443
40598,1,513118
17144,1,676402
19708,1,513315
12783,1,636023
35718,1,541387
18704,1,736399
47669,1,667856
15236,1,788821
47785,1,318525
35500,1,799706
41642,1,745478
34742,1,711704
17482,1,817541
39572,1,719408
34335,1,768199
17439,1,97615
34482,1,328091
16590,1,608793
30319,1,29624
17377,1,637948
17186,1,612427
21110,1,645330
17719,1,789289
20037,2,809295
17101,1,785988
37084,1,178415
47785,2,126732
17428,1,183774
34112,1,642507
47649,1,624765
830,1,671507
23913,3,748568
39824,1,259613
21085,1,753457
41124,1,578968
35399,1,650107
28159,1,126740
24337,1,177422
40436,1,644696
20280,1,718993
18368,1,628716
35370,1,568767
20176,1,702103
40068,1,391154
24211,1,725419
17140,1,623108
47810,1,675833
46966,1,697178
36041,1,328863
17439,1,327847
2490,1,740418
38746,1,734757
4496,1,604224
12948,1,649462
5476,1,703607
13307,1,692493
34369,1,539726
34695,1,712052
34780,1,604357
14263,1,733350
34068,1,618702
11737,2,336502
16983,1,318441
16981,1,697551
35199,1,336335
37190,1,327247
34304,1,510545
34311,1,713723
17387,1,607557
47581,1,786375
19726,2,777533
28244,1,756262
41483,1,543096
47162,1,614074
41915,1,317915
17186,1,540828
39504,1,624570
41086,1,712020
24371,1,674989
18595,1,663389
35031,1,753278
19497,1,630372
4494,1,176545
35178,1,663115
44855,1,659876
47217,1,702469
35257,1,773187
40235,1,796260
27921,3,576255
40882,1,654455
4723,1,828105
46848,1,665108
46867,1,776279
34331,1,741871
47659,1,713125
47052,1,731606
23698,1,318571
18578,1,785684
32793,1,712754
23343,1,139961
34055,1,770302
5221,1,751119
30777,1,260402
20639,1,99179
33056,1,741027
16996,1,730261
47876,1,370110
34104,1,924509
4129,1,721764
32343,1,176036
4723,1,259618
34100,1,722599
16983,1,728680
34331,6,334401
46848,1,720807
28120,1,795053
17776,1,465944
15590,1,775974
15236,1,790937
17529,1,611593
34160,1,669710
27270,1,234037
40068,1,233702
21710,1,615436
17093,1,709509
47259,1,775002
39581,1,646592
34812,1,258976
39599,1,234457
28056,1,584908
16963,1,465476
39731,1,632189
37266,1,468676
17755,1,722748
34628,1,802186
35191,1,81132
47240,1,753558
2865,1,780469
17506,1,392784
38749,1,695222
51155,1,723733
18025,2,706368
3160,1,730353
39599,1,663476
41903,1,391515
38281,1,337131
47943,1,328247
4723,1,466803
34483,1,832032
24371,1,468531
34386,1,663581
18317,1,541336
28021,1,657602
34673,1,706367
3173,1,727523
16923,1,258707
47786,1,666062
39452,1,29040
34058,1,597278
51159,1,736299
39353,1,512801
17481,2,611924
18164,1,179033
40597,1,925516
34811,1,585473
17840,1,467171
34654,1,639212
8366,1,830837
29362,1,801860
16968,1,822972
25551,1,693444
45125,1,540359
17193,1,621135
4301,1,466530
38993,1,360369
24454,2,713821
35365,6,726068
16944,1,363315
17515,1,734639
37490,1,832094
34568,1,719773
17183,1,804314
34324,1,924487
47212,1,924850
41916,1,125718
39866,2,126622
16620,1,29819
15196,1,184059
47993,1,635390
34606,1,177461
34812,1,635214
41246,2,328628
42164,1,778557
34582,1,464962
34654,1,653638
43910,1,729443
17665,1,733324
17093,1,697853
17358,1,771023
26971,1,664727
35030,1,924678
17259,1,647100
34361,1,791191
35091,1,637132
20673,1,724514
34043,1,639172
35401,1,606069
35318,1,538913
35693,1,732389
26974,1,720006
17439,1,713811
27483,1,467254
45386,1,609088
17482,1,737959
4048,2,370386
38159,1,511270
9682,1,806049
47943,1,830950
47943,1,717375
17144,1,512907
35302,1,178009
34606,1,322957
37158,1,680730
28230,1,695607
1850,1,182873
17390,1,725605
28046,1,770713
35106,1,597348
39834,1,369744
19812,1,664399
20599,1,686671
47018,1,544164
16981,1,924165
47939,1,783216
38216,1,719408
34061,1,723624
34239,1,540691
46635,2,640229
47304,1,724722
40436,2,744477
2455,1,778184
43908,1,740727
17481,1,750203
17667,1,822362
21710,1,582494
17259,1,585005
35873,1,726586
37153,2,775399
2378,1,669341
2936,2,321990
38032,1,927249
34324,1,712415
34742,1,812253
17511,1,583453
35437,1,496857
35237,1,724501
17208,1,687921
44239,1,327256
40380,1,773887
39315,1,772089
45606,1,260236
42529,1,466128
38167,1,708250
31529,1,752731
17131,1,700457
41580,1,178335
34433,1,467934
16968,1,395853
17755,1,614206
19956,1,751355
34112,1,710896
51371,1,719579
2740,1,676566
40848,1,243390
17155,1,604636
47240,1,829976
